--- Terminal on /dev/cu.usbmodem21301 | 115200 8-N-1
--- Available filters and text transformations: debug, default, direct, hexlify, log2file, nocontrol, printable, send_on_enter, time
--- More details at https://bit.ly/pio-monitor-filters
--- Quit: Ctrl+C | Menu: Ctrl+T | Help: Ctrl+T followed by Ctrl+H
1623470,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1635497,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1647570,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1659458,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1671500,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1683451,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1695240,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1707254,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1719165,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1730956,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1742975,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1754927,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1766868,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1778798,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1790729,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1802522,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1814421,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1826398,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1838277,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1850266,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1862188,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1874150,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1886106,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1897941,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1909811,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1921739,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1933525,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1945398,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1957239,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1969102,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1980936,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
1992874,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2004736,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2016569,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2028426,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2040363,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2052220,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2064155,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2075959,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2087882,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
2099809,0,-478.0435,0.0000,0.0000,3.1364,0.0000,
2111795,0,-469.7815,0.0000,0.0000,3.1337,-0.2618,
2123808,0,-468.5851,0.0000,0.0000,3.1259,-0.2618,
2135791,0,-451.6620,0.0000,0.0000,3.1180,-0.7854,
2147787,0,-450.0658,0.0000,0.0000,3.1076,-0.7854,
2159888,0,-440.2077,0.0000,0.0000,3.0945,-1.0472,
2171894,0,-429.9512,0.0000,0.0000,3.0788,-1.3090,
2183879,0,-419.2949,0.0000,0.0000,3.0604,-1.5708,
2195941,0,-408.2397,0.0000,0.0000,3.0395,-1.8326,
2207967,0,-396.7861,0.0000,0.0000,3.0159,-2.0944,
2219998,0,-384.9327,0.0000,0.0000,2.9897,-2.3562,
2231937,0,-373.0794,0.0000,0.0000,2.9636,-2.6180,
2243939,0,-368.6907,0.0000,0.0000,2.9348,-2.6180,
2255918,0,-356.4377,0.0000,0.0000,2.9060,-2.8798,
2267989,0,-351.6500,0.0000,0.0000,2.8746,-2.8798,
2279934,0,-339.3976,0.0000,0.0000,2.8458,-3.1416,
2291980,0,-342.4722,0.0000,0.0000,2.8143,-2.8798,
2303975,0,-329.8207,0.0000,0.0000,2.7829,-3.1416,
2315938,0,-325.0323,0.0000,0.0000,2.7515,-3.1416,
2327949,0,-319.8449,0.0000,0.0000,2.7175,-3.1416,
2339927,0,-307.1935,0.0000,0.0000,2.6861,-3.4034,
2351964,0,-309.8690,0.0000,0.0000,2.6520,-3.1416,
2364009,0,-296.8193,0.0000,0.0000,2.6180,-3.4034,
2375955,0,-291.2321,0.0000,0.0000,2.5813,-3.4034,
2387921,0,-278.1823,0.0000,0.0000,2.5473,-3.6652,
2399936,0,-280.4581,0.0000,0.0000,2.5107,-3.4034,
2411993,0,-267.0094,0.0000,0.0000,2.4740,-3.6652,
2423955,0,-261.4229,0.0000,0.0000,2.4374,-3.6652,
2435929,0,-255.8364,0.0000,0.0000,2.4007,-3.6652,
2448007,0,-249.8502,0.0000,0.0000,2.3614,-3.6652,
2459961,0,-236.4014,0.0000,0.0000,2.3248,-3.9270,
