Time (μs),State,Force (N),Position (m),Velocity (m/s),Angular Position (radian),Angular Velocity (radian/s),Event
75887120,1,9.0537,-0.0635,-0.0351,0.0079,-0.2618,
75899143,1,0.7149,-0.0636,-0.0175,0.0052,0.0000,
75911129,1,8.5806,-0.0640,-0.0175,0.0052,-0.2618,
75923187,1,1.9975,-0.0643,-0.0351,0.0026,0.0000,
75935116,1,9.8640,-0.0647,-0.0351,0.0026,-0.2618,
75947201,1,2.0045,-0.0650,-0.0351,0.0026,0.0000,
75959103,1,2.4035,-0.0650,-0.0351,0.0000,0.0000,
75971090,1,8.9177,-0.0656,0.0000,-0.0026,-0.2618,
75983010,1,11.5519,-0.0661,-0.0526,-0.0026,-0.2618,
75995024,1,3.6966,-0.0668,-0.0526,-0.0026,0.0000,
76007073,1,4.1777,-0.0671,-0.0701,0.0000,0.0000,
76019091,1,-5.0404,-0.0670,-0.0351,-0.0026,0.2618,
76031123,1,8.4552,-0.0671,0.0175,-0.0052,-0.2618,
76043305,1,10.6169,-0.0680,-0.0175,-0.0079,-0.2618,
76055212,1,13.7328,-0.0689,-0.0877,-0.0052,-0.2618,
76067306,1,-1.9844,-0.0698,-0.0877,-0.0052,0.2618,
76079458,1,5.8821,-0.0701,-0.0877,-0.0052,0.0000,
76091570,1,3.6532,-0.0703,-0.0351,-0.0079,0.0000,
76103558,1,10.6397,-0.0703,-0.0175,-0.0079,-0.2618,
76115543,1,2.3009,-0.0705,0.0000,-0.0105,0.0000,
76127541,1,11.0415,-0.0707,-0.0175,-0.0105,-0.2618,
76139565,1,3.5817,-0.0710,-0.0175,-0.0131,0.0000,
76151520,1,12.3248,-0.0714,-0.0351,-0.0131,-0.2618,
76163548,1,4.4671,-0.0719,-0.0351,-0.0131,0.0000,
76175552,1,5.7444,-0.0721,-0.0526,-0.0157,0.0000,
76187541,1,11.8578,-0.0724,-0.0175,-0.0157,-0.2618,
76199575,1,5.2774,-0.0731,-0.0351,-0.0183,0.0000,
76211535,1,14.4973,-0.0735,-0.0701,-0.0157,-0.2618,
76223676,1,-2.5796,-0.0736,-0.0351,-0.0183,0.2618,
76235751,1,12.6709,-0.0740,-0.0175,-0.0209,-0.2618,
76247757,1,13.9560,-0.0749,-0.0351,-0.0236,-0.2618,
76259814,1,16.1965,-0.0759,-0.0877,-0.0209,-0.2618,
76271840,1,1.3590,-0.0770,-0.1052,-0.0209,0.2618,
76283886,1,9.2318,-0.0780,-0.1052,-0.0209,0.0000,
76295896,1,9.6413,-0.0791,-0.1052,-0.0236,0.0000,
76307934,1,17.1168,-0.0803,-0.1052,-0.0209,-0.2618,
76319878,1,2.2811,-0.0815,-0.1227,-0.0209,0.2618,
76331978,1,10.1539,-0.0826,-0.1227,-0.0209,0.0000,
76343861,1,9.6869,-0.0836,-0.1052,-0.0236,0.0000,
76355886,1,17.1642,-0.0850,-0.1052,-0.0209,-0.2618,
76367965,1,3.2050,-0.0863,-0.1402,-0.0209,0.2618,
76379855,1,10.2013,-0.0873,-0.1227,-0.0209,0.0000,
76391971,1,9.7377,-0.0887,-0.1052,-0.0236,0.0000,
76403824,1,18.9699,-0.0903,-0.1402,-0.0209,-0.2618,
76415813,1,4.1394,-0.0920,-0.1578,-0.0209,0.2618,
76427813,1,12.8923,-0.0934,-0.1753,-0.0209,0.0000,
76439808,1,11.5557,-0.0952,-0.1402,-0.0236,0.0000,
76451852,1,20.7914,-0.0971,-0.1753,-0.0209,-0.2618,
76463859,1,5.5654,-0.0992,-0.1928,-0.0183,0.2618,
76475909,1,6.8578,-0.1010,-0.2104,-0.0209,0.2618,
76487898,1,20.8465,-0.1026,-0.1753,-0.0209,-0.2618,
76500046,1,11.7254,-0.1043,-0.1578,-0.0183,0.0000,
76512181,1,4.7565,-0.1061,-0.1753,-0.0183,0.2618,
76524156,1,12.6282,-0.1069,-0.1753,-0.0183,0.0000,
76536142,1,8.6638,-0.1089,-0.0877,-0.0209,0.0000,
76548226,1,21.8037,-0.1106,-0.1928,-0.0209,-0.2618,
76560223,1,12.6861,-0.1127,-0.1753,-0.0183,0.0000,
76572197,1,6.9981,-0.1150,-0.2104,-0.0209,0.2618,
76584221,1,23.2244,-0.1173,-0.2279,-0.0183,-0.2618,
76596235,1,7.1239,-0.1197,-0.2279,-0.0157,0.2618,
76608194,1,8.0240,-0.1220,-0.2454,-0.0157,0.2618,
76620215,1,15.0342,-0.1245,-0.2279,-0.0157,0.0000,
76632179,1,15.9406,-0.1275,-0.2454,-0.0157,0.0000,
76644164,1,18.2028,-0.1306,-0.2980,-0.0131,0.0000,
76656191,1,10.8524,-0.1341,-0.3156,-0.0105,0.2618,
76668229,1,12.6423,-0.1378,-0.3506,-0.0105,0.2618,
76680131,1,20.6224,-0.1417,-0.3682,-0.0052,0.0000,
76692331,1,5.4149,-0.1457,-0.3857,-0.0026,0.5236,
76704452,1,13.7933,-0.1495,-0.4032,0.0000,0.2618,
76716561,1,12.5570,-0.1534,-0.3857,0.0026,0.2618,
76728592,1,12.1958,-0.1573,-0.3857,0.0052,0.2618,
76740610,1,11.4398,-0.1615,-0.3857,0.0105,0.2618,
76752601,1,4.9719,-0.1655,-0.4207,0.0131,0.5236,
76764593,1,11.5937,-0.1690,-0.4032,0.0157,0.2618,
76776570,1,8.6043,-0.1729,-0.3506,0.0183,0.2618,
76788549,1,9.9927,-0.1764,-0.3857,0.0209,0.2618,
76800747,1,7.8756,-0.1799,-0.3506,0.0236,0.2618,
76812842,1,7.5106,-0.1832,-0.3506,0.0262,0.2618,
76824929,1,6.2641,-0.1862,-0.3331,0.0288,0.2618,
76837045,1,4.1365,-0.1886,-0.2980,0.0314,0.2618,
76849078,1,1.5233,-0.1902,-0.2454,0.0314,0.2618,
76861182,1,5.0151,-0.1914,-0.1578,0.0314,0.0000,
76873321,1,3.6644,-0.1918,-0.1227,0.0288,0.0000,
76885447,1,7.1457,-0.1920,-0.0351,0.0288,-0.2618,
76897536,1,-1.1924,-0.1921,-0.0175,0.0262,0.0000,
76909549,1,6.6741,-0.1925,-0.0175,0.0262,-0.2618,
76921553,1,0.0903,-0.1928,-0.0351,0.0236,0.0000,
76933557,1,7.9550,-0.1930,-0.0351,0.0236,-0.2618,
76945767,1,-0.3838,-0.1932,-0.0175,0.0209,0.0000,
76957857,1,7.4820,-0.1935,-0.0175,0.0209,-0.2618,
76969978,1,0.4980,-0.1937,-0.0351,0.0209,0.0000,
76982006,1,-0.3785,-0.1937,-0.0175,0.0209,0.0000,
76994100,1,-0.8560,-0.1937,0.0000,0.0183,0.0000,
77006062,1,7.4078,-0.1939,0.0000,0.0157,-0.2618,
77018100,1,8.2931,-0.1948,-0.0175,0.0157,-0.2618,
77030314,1,3.5460,-0.1956,-0.0877,0.0183,0.0000,
77042379,1,-4.7125,-0.1960,-0.0877,0.0209,0.2618,
77054530,1,-6.9484,-0.1955,-0.0351,0.0183,0.2618,
77066535,1,4.7921,-0.1953,0.0526,0.0157,-0.2618,
77078503,1,6.9460,-0.1955,0.0175,0.0131,-0.2618,
77090534,1,8.7054,-0.1962,-0.0175,0.0131,-0.2618,
77102578,1,3.0826,-0.1971,-0.0701,0.0157,0.0000,
77114527,1,-4.3005,-0.1972,-0.0877,0.0183,0.2618,
77126565,1,-7.4119,-0.1969,-0.0175,0.0157,0.2618,
77138595,1,6.0817,-0.1967,0.0351,0.0131,-0.2618,
77150534,1,7.3583,-0.1969,0.0175,0.0105,-0.2618,
77162528,1,8.7201,-0.1976,-0.0175,0.0131,-0.2618,
77174618,1,-4.7717,-0.1979,-0.0701,0.0157,0.2618,
77186555,1,-6.9249,-0.1978,-0.0351,0.0183,0.2618,
77198506,1,-9.1650,-0.1969,0.0175,0.0157,0.2618,
77210545,1,3.8458,-0.1962,0.0877,0.0105,-0.2618,
77222564,1,12.5864,-0.1963,0.0701,0.0105,-0.5236,
77234541,1,0.8484,-0.1967,-0.0175,0.0131,0.0000,
77246541,1,-6.9396,-0.1963,-0.0351,0.0183,0.2618,
77258551,1,-18.3187,-0.1953,0.0351,0.0183,0.5236,
77270499,1,-5.3121,-0.1942,0.1052,0.0131,0.0000,
77282569,1,11.2078,-0.1939,0.1052,0.0079,-0.5236,
77294587,1,14.7200,-0.1944,0.0351,0.0079,-0.5236,
77306571,1,2.5840,-0.1949,-0.0526,0.0131,0.0000,
77318677,1,-13.9401,-0.1949,-0.0526,0.0183,0.5236,
77330750,1,-16.5778,-0.1941,0.0000,0.0183,0.5236,
77342745,1,-4.8468,-0.1930,0.0877,0.0157,0.0000,
77354801,1,2.9324,-0.1925,0.1052,0.0105,-0.2618,
77366807,1,13.4261,-0.1927,0.0526,0.0105,-0.5236,
77378860,1,0.4126,-0.1930,-0.0175,0.0157,0.0000,
77390843,1,-15.2360,-0.1928,-0.0351,0.0209,0.5236,
77402842,1,-17.8717,-0.1923,0.0175,0.0209,0.5236,
77414907,1,-3.1077,-0.1916,0.0526,0.0157,0.0000,
77426871,1,12.1425,-0.1918,0.0701,0.0131,-0.5236,
77438897,1,8.2731,-0.1928,-0.0175,0.0157,-0.2618,
77451016,1,-3.8650,-0.1930,-0.1052,0.0209,0.2618,
77463127,1,-16.9096,-0.1930,-0.0175,0.0262,0.5236,
77475167,1,-17.3934,-0.1923,0.0000,0.0236,0.5236,
77487125,1,3.0859,-0.1921,0.0701,0.0209,-0.2618,
77499161,1,6.1156,-0.1923,0.0175,0.0183,-0.2618,
77511104,1,7.0784,-0.1930,-0.0175,0.0236,-0.2618,
77523175,1,-14.6782,-0.1930,-0.0701,0.0288,0.5236,
77535168,1,-18.5965,-0.1918,0.0000,0.0314,0.5236,
77547207,1,-16.8792,-0.1907,0.1227,0.0314,0.2618,
77559198,1,-7.7589,-0.1890,0.1052,0.0288,0.0000,
77571377,1,-3.4186,-0.1874,0.1753,0.0288,-0.2618,
77583555,1,-10.0211,-0.1858,0.1578,0.0262,0.0000,
77595575,1,-2.5694,-0.1846,0.1578,0.0288,-0.2618,
77607634,1,-16.5546,-0.1834,0.1227,0.0288,0.2618,
77619712,1,-8.7073,-0.1818,0.1227,0.0288,0.0000,
77631782,1,-10.4780,-0.1800,0.1578,0.0288,0.0000,
77643891,1,-10.9765,-0.1779,0.1753,0.0262,0.0000,
77655958,1,-4.8912,-0.1755,0.2104,0.0262,-0.2618,
77667916,1,-14.5284,-0.1734,0.2454,0.0262,0.0000,
77679867,1,-12.7998,-0.1709,0.2104,0.0262,0.0000,
77691905,1,-14.1837,-0.1679,0.2454,0.0236,0.0000,
77704139,1,-8.5846,-0.1646,0.2980,0.0209,-0.2618,
77716327,1,-10.3771,-0.1608,0.3331,0.0209,-0.2618,
77728533,1,-20.5068,-0.1571,0.3857,0.0183,0.0000,
77740547,1,-11.0130,-0.1527,0.3682,0.0131,-0.2618,
77752592,1,-6.2999,-0.1485,0.4383,0.0105,-0.5236,
77764787,1,-12.9287,-0.1443,0.4207,0.0079,-0.2618,
77776909,1,-12.9743,-0.1397,0.4207,0.0079,-0.2618,
77789027,1,-21.8362,-0.1353,0.4558,0.0026,0.0000,
77801183,1,-4.4801,-0.1310,0.4383,-0.0026,-0.5236,
77813400,1,-4.1232,-0.1268,0.4383,-0.0052,-0.5236,
77825562,1,-11.1457,-0.1231,0.4207,-0.0052,-0.2618,
77837591,1,-16.4175,-0.1192,0.3682,-0.0052,0.0000,
77849760,1,-16.5347,-0.1154,0.3857,-0.0105,0.0000,
77861836,1,-0.4436,-0.1120,0.3857,-0.0131,-0.5236,
77873906,1,-5.3017,-0.1096,0.3331,-0.0157,-0.2618,
77886015,1,-0.9400,-0.1075,0.2454,-0.0157,-0.2618,
77898082,1,-7.4629,-0.1061,0.2104,-0.0131,0.0000,
77910193,1,-11.8354,-0.1045,0.1402,-0.0131,0.2618,
77922213,1,-5.2638,-0.1029,0.1578,-0.0105,0.0000,
77934188,1,-12.7436,-0.1013,0.1578,-0.0131,0.2618,
77946211,1,2.5711,-0.1001,0.1578,-0.0105,-0.2618,
77958197,1,-11.4052,-0.0998,0.1227,-0.0105,0.2618,
77970226,1,0.0337,-0.0989,0.0351,-0.0052,0.0000,
77982303,1,-18.3283,-0.0982,0.0877,-0.0052,0.5236,
77994421,1,-2.1325,-0.0975,0.0701,-0.0026,0.0000,
78006480,1,-10.0025,-0.0968,0.0701,-0.0026,0.2618,
78018516,1,-2.9446,-0.0961,0.0701,0.0026,0.0000,
78030567,1,-18.6804,-0.0950,0.0701,0.0026,0.5236,
78042650,1,-5.1178,-0.0940,0.1052,0.0052,0.0000,
78054597,1,-12.9948,-0.0926,0.1052,0.0052,0.2618,
78066586,1,-7.3015,-0.0908,0.1402,0.0079,0.0000,
78078581,1,-16.9397,-0.0885,0.1753,0.0079,0.2618,
78090599,1,-11.7316,-0.0861,0.2279,0.0079,0.0000,
78102692,1,-12.6397,-0.0829,0.2454,0.0079,0.0000,
78114819,1,-15.7820,-0.0794,0.3156,0.0052,0.0000,
78126882,1,-9.3124,-0.0756,0.3506,0.0026,-0.2618,
78138971,1,-10.7078,-0.0714,0.3857,0.0000,-0.2618,
78151050,1,-12.1058,-0.0670,0.4207,-0.0026,-0.2618,
78163337,1,-12.6331,-0.0621,0.4383,-0.0052,-0.2618,
78175569,1,-14.5148,-0.0570,0.4909,-0.0105,-0.2618,
78187571,1,-6.7836,-0.0517,0.5084,-0.0157,-0.5236,
78199713,1,-7.3078,-0.0470,0.5259,-0.0183,-0.5236,
78212059,1,-12.1918,-0.0421,0.4733,-0.0209,-0.2618,
78224336,1,-12.7160,-0.0373,0.4909,-0.0236,-0.2618,
78236539,1,-11.0894,-0.0326,0.4733,-0.0288,-0.2618,
78248684,1,-2.8705,-0.0282,0.4733,-0.0314,-0.5236,
78260720,1,-8.2198,-0.0245,0.4383,-0.0367,-0.2618,
78272893,1,3.5176,-0.0214,0.3682,-0.0393,-0.5236,
78284969,1,-1.3226,-0.0209,0.3156,-0.0419,-0.2618,
78297132,1,11.4204,-0.0202,0.0526,-0.0393,-0.2618,
78309499,1,-5.9837,-0.0198,0.0701,-0.0340,0.2618,
78321574,1,-13.2935,-0.0195,0.0351,-0.0262,0.5236,
78333588,1,-21.1652,-0.0186,0.0351,-0.0262,0.7854,
78345573,1,-0.2119,-0.0181,0.0877,-0.0262,0.0000,
78357539,1,1.9385,-0.0179,0.0526,-0.0288,0.0000,
78369557,1,10.7600,-0.0182,0.0175,-0.0236,-0.2618,
78381577,1,-10.9973,-0.0182,-0.0351,-0.0183,0.5236,
78393563,1,-13.1628,-0.0168,0.0000,-0.0157,0.5236,
78405563,1,-12.7218,-0.0158,0.1402,-0.0131,0.2618,
78417563,1,-10.9834,-0.0144,0.1052,-0.0131,0.2618,
78429563,1,-4.4920,-0.0126,0.1402,-0.0157,0.0000,
78441586,1,2.0081,-0.0117,0.1753,-0.0183,-0.2618,
78453816,1,5.9964,-0.0123,0.0877,-0.0157,-0.2618,
78465986,1,-3.5120,-0.0124,-0.0526,-0.0105,0.2618,
78478097,1,-13.5296,-0.0123,-0.0175,-0.0079,0.5236,
78490054,1,-7.8251,-0.0116,0.0175,-0.0052,0.2618,
78502127,1,-10.4677,-0.0103,0.0701,-0.0052,0.2618,
78514234,1,-5.2502,-0.0088,0.1227,-0.0052,0.0000,
78526191,1,-6.6200,-0.0072,0.1578,-0.0079,0.0000,
78538255,1,1.2342,-0.0063,0.1578,-0.0079,-0.2618,
78550342,1,-3.1278,-0.0058,0.0877,-0.0079,0.0000,
78562417,1,-2.1728,-0.0058,0.0526,-0.0026,0.0000,
78574554,1,-15.2709,-0.0056,0.0000,-0.0026,0.5236,
78586685,1,-0.8240,-0.0053,0.0175,0.0000,0.0000,
78598773,1,-9.5663,-0.0049,0.0351,0.0000,0.2618,
78610855,1,-2.5091,-0.0042,0.0351,0.0052,0.0000,
78622866,1,-19.9935,-0.0037,0.0701,0.0052,0.5236,
78634865,1,-3.7970,-0.0030,0.0526,0.0079,0.0000,
78646875,1,-12.5446,-0.0021,0.0701,0.0079,0.2618,
78659057,1,-5.5729,-0.0007,0.0877,0.0079,0.0000,
78671152,1,-8.2148,0.0005,0.1402,0.0079,0.0000,
78683127,1,-7.3576,0.0025,0.1227,0.0079,0.0000,
78695094,1,-10.8866,0.0047,0.1928,0.0079,0.0000,
78707328,1,-12.6660,0.0074,0.2279,0.0079,0.0000,
78719369,1,-14.0517,0.0105,0.2630,0.0052,0.0000,
78731480,1,-8.4568,0.0142,0.3156,0.0026,-0.2618,
78743550,1,-10.7253,0.0181,0.3682,0.0000,-0.2618,
78755707,1,-11.2432,0.0221,0.3857,-0.0026,-0.2618,
78767876,1,-11.3662,0.0265,0.4032,-0.0079,-0.2618,
78779981,1,-4.8987,0.0307,0.4383,-0.0105,-0.5236,
78792011,1,-11.1246,0.0344,0.4207,-0.0157,-0.2618,
78804202,1,-0.6627,0.0375,0.3682,-0.0157,-0.5236,
78816198,1,-12.9855,0.0400,0.3156,-0.0209,0.0000,
78828123,1,6.2250,0.0421,0.2454,-0.0209,-0.5236,
78840228,1,-7.3570,0.0430,0.2104,-0.0236,0.0000,
78852228,1,6.2300,0.0442,0.0877,-0.0209,-0.2618,
78864219,1,-11.2547,0.0449,0.1227,-0.0209,0.2618,
78876373,1,-1.5766,0.0465,0.0701,-0.0157,0.0000,
78888377,1,-21.6917,0.0472,0.1578,-0.0157,0.5236,
78900523,1,-1.9932,0.0482,0.0701,-0.0131,0.0000,
78912551,1,-11.6181,0.0491,0.1052,-0.0131,0.2618,
78924545,1,-2.8908,0.0503,0.0877,-0.0131,0.0000,
78936549,1,-4.6509,0.0510,0.1227,-0.0131,0.0000,
78948514,1,-2.4238,0.0514,0.0701,-0.0105,0.0000,
78960541,1,-8.9362,0.0517,0.0351,-0.0079,0.2618,
78972671,1,-9.3415,0.0524,0.0351,-0.0052,0.2618,
78984759,1,-11.1076,0.0536,0.0701,-0.0052,0.2618,
78996815,1,-5.8901,0.0552,0.1227,-0.0052,0.0000,
79009021,1,-7.2617,0.0570,0.1578,-0.0079,0.0000,
79021071,1,-0.2875,0.0582,0.1753,-0.0079,-0.2618,
79033164,1,-5.5296,0.0591,0.1227,-0.0079,0.0000,
79045128,1,-4.1808,0.0596,0.0877,-0.0052,0.0000,
79057180,1,-10.2959,0.0601,0.0526,-0.0052,0.2618,
79069139,1,-2.8337,0.0603,0.0526,-0.0026,0.0000,
79081190,1,-8.9471,0.0607,0.0175,-0.0026,0.2618,
79093137,1,-2.7640,0.0612,0.0351,0.0026,0.0000,
79105120,1,-19.3693,0.0615,0.0526,0.0026,0.5236,
79117123,1,-3.1718,0.0621,0.0351,0.0052,0.0000,
79129158,1,-11.9148,0.0624,0.0526,0.0052,0.2618,
79141109,1,-3.5796,0.0629,0.0351,0.0079,0.0000,
79153016,1,-12.3219,0.0633,0.0526,0.0079,0.2618,
79165074,1,-3.9909,0.0642,0.0351,0.0105,0.0000,
79177099,1,-14.4906,0.0649,0.0877,0.0105,0.2618,
79189117,1,-6.1624,0.0661,0.0701,0.0131,0.0000,
79201179,1,-16.6691,0.0675,0.1227,0.0131,0.2618,
79213142,1,-9.7019,0.0694,0.1402,0.0131,0.0000,
79225196,1,-12.3579,0.0721,0.1928,0.0131,0.0000,
79237153,1,-15.4931,0.0749,0.2630,0.0105,0.0000,
79249157,1,-8.5383,0.0780,0.2805,0.0105,-0.2618,
79261381,1,-17.7939,0.0819,0.3156,0.0079,0.0000,
79273461,1,-13.0784,0.0859,0.3857,0.0052,-0.2618,
79285556,1,-13.2015,0.0903,0.4032,0.0000,-0.2618,
79297733,1,-6.3366,0.0947,0.4383,-0.0052,-0.5236,
79309902,1,-5.9786,0.0987,0.4383,-0.0079,-0.5236,
79321974,1,-11.7256,0.1024,0.4032,-0.0105,-0.2618,
79333954,1,-10.0117,0.1062,0.3682,-0.0105,-0.2618,
79346079,1,-17.9928,0.1103,0.3857,-0.0157,0.0000,
79358230,1,-2.7812,0.1140,0.4032,-0.0183,-0.5236,
79370328,1,-8.1270,0.1173,0.3682,-0.0236,-0.2618,
79382522,1,1.4575,0.1204,0.3331,-0.0236,-0.5236,
79394623,1,-12.6194,0.1231,0.3156,-0.0288,0.0000,
79406531,1,5.3144,0.1253,0.2630,-0.0262,-0.5236,
79418565,1,-16.1294,0.1260,0.2279,-0.0288,0.2618,
79430559,1,7.0761,0.1271,0.0701,-0.0262,-0.2618,
79442544,1,-10.4013,0.1269,0.1052,-0.0262,0.2618,
79454559,1,2.7908,0.1278,-0.0175,-0.0209,0.0000,
79466579,1,-18.1973,0.1282,0.0877,-0.0209,0.5236,
79478576,1,-0.2502,0.1290,0.0351,-0.0183,0.0000,
79490550,1,-10.7481,0.1296,0.0877,-0.0183,0.2618,
79502546,1,-1.5363,0.1301,0.0526,-0.0157,0.0000,
79514561,1,-9.8029,0.1306,0.0526,-0.0131,0.2618,
79526533,1,-9.8158,0.1318,0.0526,-0.0131,0.2618,
79538616,1,-5.8704,0.1331,0.1227,-0.0105,0.0000,
79550533,1,-13.3484,0.1345,0.1227,-0.0131,0.2618,
79562549,1,1.4888,0.1357,0.1402,-0.0131,-0.2618,
79574580,1,-5.5082,0.1367,0.1227,-0.0131,0.0000,
79586568,1,-5.0394,0.1376,0.1052,-0.0105,0.0000,
79598646,1,-12.0364,0.1387,0.0877,-0.0105,0.2618,
79610805,1,-5.0605,0.1397,0.1052,-0.0105,0.0000,
79622828,1,-5.0710,0.1408,0.1052,-0.0105,0.0000,
79634893,1,-5.0833,0.1420,0.1052,-0.0105,0.0000,
79646953,1,-5.9686,0.1429,0.1227,-0.0105,0.0000,
79659010,1,-4.2225,0.1436,0.0877,-0.0105,0.0000,
79671000,1,-3.7484,0.1439,0.0701,-0.0079,0.0000,
79683062,1,-9.8611,0.1443,0.0351,-0.0079,0.2618,
79695181,1,-2.4031,0.1448,0.0351,-0.0052,0.0000,
79707124,1,-11.1444,0.1450,0.0526,-0.0052,0.2618,
79719162,1,-1.9344,0.1457,0.0175,-0.0026,0.0000,
79731168,1,-12.4306,0.1460,0.0701,-0.0026,0.2618,
79743219,1,-2.8215,0.1467,0.0351,-0.0026,0.0000,
79755169,1,-4.9771,0.1471,0.0701,0.0000,0.0000,
79767088,1,-11.0915,0.1476,0.0351,0.0000,0.2618,
79779096,1,-4.9109,0.1483,0.0526,0.0052,0.0000,
79791086,1,-21.1214,0.1490,0.0701,0.0026,0.5236,
79803161,1,2.4641,0.1494,0.0701,0.0026,-0.2618,
79815126,1,-3.6476,0.1495,0.0351,0.0026,0.0000,
79827140,1,-3.5691,0.1495,0.0175,0.0079,0.0000,
79839139,1,-18.4195,0.1497,0.0000,0.0079,0.5236,
79851161,1,-3.5761,0.1502,0.0175,0.0079,0.0000,
79863133,1,-5.7300,0.1504,0.0526,0.0105,0.0000,
79875020,1,-12.2477,0.1513,0.0175,0.0131,0.2618,
79887051,1,-15.7627,0.1522,0.0877,0.0131,0.2618,
79899097,1,-7.9137,0.1536,0.0877,0.0131,0.0000,
79911141,1,-10.5644,0.1557,0.1402,0.0131,0.0000,
79923352,1,-13.6979,0.1583,0.2104,0.0105,0.0000,
79935420,1,-8.0936,0.1611,0.2630,0.0079,-0.2618,
79947458,1,-8.6010,0.1641,0.2805,0.0052,-0.2618,
79959571,1,-9.5116,0.1674,0.2980,0.0052,-0.2618,
79971679,1,-18.7647,0.1711,0.3331,0.0026,0.0000,
79983779,1,-11.8936,0.1748,0.3682,-0.0026,-0.2618,
79995946,1,-3.6691,0.1785,0.3682,-0.0052,-0.5236,
80008048,1,-11.1621,0.1814,0.3682,-0.0079,-0.2618,
80020212,1,-7.2972,0.1855,0.2980,-0.0105,-0.2618,
80032351,1,-12.1968,0.1893,0.4032,-0.0131,-0.2618,
80044583,1,-10.5618,0.1934,0.3857,-0.0183,-0.2618,
80056598,1,-3.2156,0.1972,0.4032,-0.0209,-0.5236,
80068593,1,-9.4418,0.2011,0.3857,-0.0262,-0.2618,
80080543,1,-1.6146,0.2046,0.3857,-0.0262,-0.5236,
80092690,1,-14.8219,0.2079,0.3506,-0.0314,0.0000,
80104799,1,1.7518,0.2107,0.3331,-0.0314,-0.5236,
80116725,1,-10.5685,0.2130,0.2805,-0.0367,0.0000,
80128716,1,7.7714,0.2146,0.2279,-0.0367,-0.5236,
80140736,1,-4.0546,0.2151,0.1578,-0.0393,0.0000,
80152801,1,8.6680,0.2151,0.0526,-0.0367,-0.2618,
80164800,1,-4.8242,0.2149,0.0000,-0.0340,0.2618,
80176775,1,-4.3474,0.2149,-0.0175,-0.0314,0.2618,
80188833,1,-5.2257,0.2151,0.0000,-0.0314,0.2618,
80200874,1,1.7625,0.2149,0.0175,-0.0314,0.0000,
80212898,1,3.1166,0.2149,-0.0175,-0.0288,0.0000,
80225021,1,-6.0248,0.2153,0.0000,-0.0262,0.2618,
80237066,1,-7.7856,0.2160,0.0351,-0.0262,0.2618,
80249153,1,-1.6845,0.2169,0.0701,-0.0262,0.0000,
80261187,1,-2.1655,0.2172,0.0877,-0.0288,0.0000,
80273338,1,7.9351,0.2165,0.0351,-0.0262,-0.2618,
80285187,1,-2.9253,0.2160,-0.0701,-0.0236,0.2618,
80297137,1,-4.2009,0.2160,-0.0526,-0.0209,0.2618,
80309367,1,-6.8316,0.2162,0.0000,-0.0209,0.2618,
80321378,1,0.1506,0.2165,0.0175,-0.0209,0.0000,
80333245,1,-0.3287,0.2167,0.0351,-0.0236,0.0000,
80345208,1,8.0164,0.2162,0.0175,-0.0209,-0.2618,
80357179,1,-4.1967,0.2156,-0.0526,-0.0209,0.2618,
80369227,1,3.2683,0.2155,-0.0526,-0.0183,0.0000,
80381162,1,-6.3530,0.2160,-0.0175,-0.0183,0.2618,
80393328,1,-2.0033,0.2167,0.0526,-0.0183,0.0000,
80405212,1,-2.4826,0.2169,0.0701,-0.0209,0.0000,
80417159,1,7.6163,0.2163,0.0175,-0.0183,-0.2618,
80429199,1,-4.5999,0.2160,-0.0526,-0.0183,0.2618,
80441204,1,1.9893,0.2158,-0.0351,-0.0157,0.0000,
80453138,1,-6.7548,0.2163,-0.0175,-0.0157,0.2618,
80465208,1,-2.4076,0.2172,0.0526,-0.0157,0.0000,
80477328,1,-3.7652,0.2176,0.0877,-0.0183,0.0000,
80489370,1,6.7320,0.2170,0.0351,-0.0183,-0.2618,
80501453,1,2.8623,0.2162,-0.0526,-0.0157,0.0000,
80513518,1,-3.6424,0.2158,-0.0877,-0.0131,0.2618,
80525578,1,-6.2780,0.2163,-0.0351,-0.0131,0.2618,
80537641,1,-2.4041,0.2169,0.0526,-0.0157,0.0000,
80549713,1,5.8614,0.2165,0.0526,-0.0183,-0.2618,
80561710,1,10.2540,0.2155,-0.0351,-0.0183,-0.2618,
80573819,1,5.5113,0.2142,-0.1052,-0.0157,0.0000,
80585848,1,-1.8630,0.2132,-0.1227,-0.0131,0.2618,
80597935,1,-3.1375,0.2130,-0.1052,-0.0105,0.2618,
80609931,1,-7.5239,0.2134,-0.0175,-0.0105,0.2618,
80621911,1,-1.9003,0.2142,0.0351,-0.0131,0.0000,
80633857,1,3.7303,0.2144,0.0877,-0.0157,-0.2618,
80645934,1,7.2401,0.2141,0.0175,-0.0157,-0.2618,
80657959,1,1.6130,0.2135,-0.0351,-0.0131,0.0000,
80669893,1,-5.3717,0.2134,-0.0526,-0.0131,0.2618,
80681876,1,0.7364,0.2135,-0.0175,-0.0131,0.0000,
80693837,1,-0.6176,0.2135,0.0175,-0.0157,0.0000,
80705797,1,8.1272,0.2130,0.0000,-0.0157,-0.2618,
80717922,1,2.9026,0.2121,-0.0526,-0.0157,0.0000,
80729891,1,4.2620,0.2116,-0.0877,-0.0131,0.0000,
80742036,1,-5.3559,0.2118,-0.0526,-0.0131,0.2618,
