Time (μs),State,Force (N),Position (m),Velocity (m/s),Angular Position (radian),Angular Velocity (radian/s),Event
3730325,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3742140,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3753906,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3765814,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3777737,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3789547,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3801466,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3813432,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3825260,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3837213,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3849146,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3861144,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3872910,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3884854,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3896718,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3908562,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3920476,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3932308,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3944182,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3956130,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3968092,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3979888,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
3991819,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4003629,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4015548,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4027454,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4039248,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4051153,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4063096,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4074923,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4086846,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4098769,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4110587,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4122551,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4134464,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4146438,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4158255,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4170193,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4182173,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4194133,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4205902,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4217851,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4229768,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4241599,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4253487,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4265302,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4277217,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4289129,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4301144,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4312893,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4324764,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4336565,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4348480,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4360451,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4372272,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4384233,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4396157,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4408105,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4420097,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4431858,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4443810,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4455751,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4467558,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4479491,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4491456,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4503278,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4515219,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4527153,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4539099,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4550861,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4562803,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4574735,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4586565,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4598485,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4610426,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4622259,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4634166,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4646102,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4657838,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4669746,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4681578,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4693560,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4705468,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4717314,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4729243,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4741139,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4753089,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4764901,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4776784,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4788745,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4800568,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4812467,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4824352,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4836301,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4848281,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4860200,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4872107,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4883839,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4895770,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4907580,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4919520,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4931442,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4943263,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4955210,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4967128,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4978905,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
4990852,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5002799,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5014624,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5026451,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5038258,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5050201,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5062178,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5073985,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5085839,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5097775,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5109598,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5121524,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5133489,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5145288,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5157249,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5169201,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5181111,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5192904,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5204895,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5216792,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5228628,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5240476,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5252342,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5264281,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5276273,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5288224,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5300134,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5311925,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5323863,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5335805,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5347764,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5359579,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5371529,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5383335,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5395247,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5407197,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5419108,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5430923,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5442879,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5454841,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5466770,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5478584,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5490522,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5502327,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5514178,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5526095,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5537963,0,-478.4425,0.0000,0.0000,3.1390,0.0000,
5549876,0,-478.0435,0.0000,0.0000,3.1364,0.0000,
5561829,0,-469.7815,0.0000,0.0000,3.1337,-0.2618,
5573806,0,-469.3831,0.0000,0.0000,3.1311,-0.2618,
5585768,0,-468.1853,0.0000,0.0000,3.1233,-0.2618,
5597687,0,-450.8639,0.0000,0.0000,3.1128,-0.7854,
5609647,0,-441.0057,0.0000,0.0000,3.0997,-1.0472,
5621702,0,-431.1483,0.0000,0.0000,3.0866,-1.3090,
5633666,0,-428.7541,0.0000,0.0000,3.0709,-1.3090,
5645693,0,-418.0978,0.0000,0.0000,3.0526,-1.5708,
5657635,0,-407.4416,0.0000,0.0000,3.0343,-1.8326,
5669690,0,-404.2493,0.0000,0.0000,3.0133,-1.8326,
5681664,0,-392.7957,0.0000,0.0000,2.9897,-2.0944,
5693672,0,-381.3414,0.0000,0.0000,2.9662,-2.3562,
5705615,0,-377.7501,0.0000,0.0000,2.9426,-2.3562,
5717590,0,-374.1588,0.0000,0.0000,2.9191,-2.3562,
5729608,0,-369.7694,0.0000,0.0000,2.8903,-2.3562,
5741597,0,-349.6548,0.0000,0.0000,2.8615,-2.8798,
5753549,0,-345.2654,0.0000,0.0000,2.8327,-2.8798,
5765588,0,-340.4770,0.0000,0.0000,2.8013,-2.8798,
5777633,0,-327.4265,0.0000,0.0000,2.7672,-3.1416,
5789625,0,-313.9771,0.0000,0.0000,2.7306,-3.4034,
5801691,0,-300.5283,0.0000,0.0000,2.6939,-3.6652,
5813685,0,-294.5421,0.0000,0.0000,2.6546,-3.6652,
5825674,0,-280.6950,0.0000,0.0000,2.6154,-3.9270,
5837664,0,-273.9106,0.0000,0.0000,2.5709,-3.9270,
5849661,0,-251.8002,0.0000,0.0000,2.5290,-4.4506,
5861721,0,-252.4812,0.0000,0.0000,2.4819,-4.1888,
5873589,0,-229.9716,0.0000,0.0000,2.4374,-4.7124,
5885507,0,-230.2530,0.0000,0.0000,2.3876,-4.4506,
5897520,0,-206.9453,0.0000,0.0000,2.3379,-4.9742,
5909476,0,-198.9646,0.0000,0.0000,2.2855,-4.9742,
5921595,0,-183.1217,0.0000,0.0000,2.2331,-5.2360,
5933592,0,-174.7419,0.0000,0.0000,2.1782,-5.2360,
5945544,0,-158.4992,0.0000,0.0000,2.1232,-5.4978,
5957604,0,-149.7205,0.0000,0.0000,2.0656,-5.4978,
5969696,0,-132.6804,0.0000,0.0000,2.0054,-5.7596,
5981731,0,-115.6389,0.0000,0.0000,1.9452,-6.0214,
5993627,0,-106.4618,0.0000,0.0000,1.8850,-6.0214,
6005677,0,-97.2836,0.0000,0.0000,1.8247,-6.0214,
6017613,0,-88.1062,0.0000,0.0000,1.7645,-6.0214,
6029706,0,-78.5290,0.0000,0.0000,1.7017,-6.0214,
6041597,0,-61.4889,0.0000,0.0000,1.6415,-6.2832,
6053689,0,-59.7744,0.0000,0.0000,1.5787,-6.0214,
6065708,0,-42.7339,0.0000,0.0000,1.5184,-6.2832,
6077669,0,-41.0201,0.0000,0.0000,1.4556,-6.0214,
6089719,0,-23.9793,0.0000,0.0000,1.3954,-6.2832,
6101674,0,-23.0636,0.0000,0.0000,1.3378,-6.0214,
6113704,0,-22.1474,0.0000,0.0000,1.2802,-5.7596,
6125692,0,-13.3683,0.0000,0.0000,1.2226,-5.7596,
6137663,0,-4.9890,0.0000,0.0000,1.1676,-5.7596,
6149689,0,-4.4722,0.0000,0.0000,1.1126,-5.4978,
6161718,0,3.5088,0.0000,0.0000,1.0603,-5.4978,
6173646,0,3.6266,0.0000,0.0000,1.0079,-5.2360,
6185637,0,11.2089,0.0000,0.0000,0.9582,-5.2360,
6197649,0,10.5276,0.0000,0.0000,0.9111,-4.9742,
6209685,0,10.2472,0.0000,0.0000,0.8613,-4.7124,
6221655,0,25.2928,0.0000,0.0000,0.8142,-4.9742,
6233717,0,24.6125,0.0000,0.0000,0.7671,-4.7124,
6245691,0,31.3960,0.0000,0.0000,0.7226,-4.7124,
6257674,0,30.3166,0.0000,0.0000,0.6781,-4.4506,
6269632,0,37.1002,0.0000,0.0000,0.6336,-4.4506,
6281698,0,43.4848,0.0000,0.0000,0.5917,-4.4506,
6293699,0,42.0070,0.0000,0.0000,0.5498,-4.1888,
6305682,0,47.9918,0.0000,0.0000,0.5105,-4.1888,
6317691,0,46.1151,0.0000,0.0000,0.4712,-3.9270,
6329702,0,51.7017,0.0000,0.0000,0.4346,-3.9270,
6341690,0,49.4258,0.0000,0.0000,0.3979,-3.6652,
6353662,0,55.0116,0.0000,0.0000,0.3613,-3.6652,
6365634,0,60.1990,0.0000,0.0000,0.3272,-3.6652,
6377592,0,57.5242,0.0000,0.0000,0.2932,-3.4034,
6389624,0,62.7109,0.0000,0.0000,0.2592,-3.4034,
6401568,0,67.8991,0.0000,0.0000,0.2251,-3.4034,
6413613,0,73.0865,0.0000,0.0000,0.1911,-3.4034,
6425604,0,77.8742,0.0000,0.0000,0.1597,-3.4034,
6437618,0,74.4013,0.0000,0.0000,0.1309,-3.1416,
6449628,0,70.9277,0.0000,0.0000,0.1021,-2.8798,
6461626,0,75.3178,0.0000,0.0000,0.0733,-2.8798,
6473666,0,79.3075,0.0000,0.0000,0.0471,-2.8798,
6485678,0,75.0365,0.0000,0.0000,0.0236,-2.6180,
6497679,0,69.9667,0.0000,0.0000,0.0052,-2.3562,
6509681,0,57.0340,0.0000,0.0000,-0.0131,-1.8326,
6521663,0,59.4289,0.0000,0.0000,-0.0288,-1.8326,
6533669,0,53.5611,0.0000,0.0000,-0.0419,-1.5708,
6545656,0,47.2942,0.0000,0.0000,-0.0524,-1.3090,
6557683,0,41.0281,0.0000,0.0000,-0.0628,-1.0472,
6569631,0,41.8255,0.0000,0.0000,-0.0681,-1.0472,
6581552,0,26.8990,0.0000,0.0000,-0.0733,-0.5236,
6593535,0,27.2973,0.0000,0.0000,-0.0759,-0.5236,
6605538,0,19.8340,0.0000,0.0000,-0.0785,-0.2618,
6617516,0,20.2323,0.0000,0.0000,-0.0812,-0.2618,
6629487,0,20.2331,0.0000,0.0000,-0.0812,-0.2618,
6641494,0,12.3701,0.0000,0.0000,-0.0812,0.0000,
6653290,0,12.3701,0.0000,0.0000,-0.0812,0.0000,
6665225,0,12.7691,0.0000,0.0000,-0.0838,0.0000,
6677145,0,20.6321,0.0000,0.0000,-0.0838,-0.2618,
6688980,0,13.1681,0.0000,0.0000,-0.0864,0.0000,
6700882,0,21.4295,0.0000,0.0000,-0.0890,-0.2618,
6712886,0,21.4302,0.0000,0.0000,-0.0890,-0.2618,
6724884,0,13.9662,0.0000,0.0000,-0.0916,0.0000,
6736806,0,21.8292,0.0000,0.0000,-0.0916,-0.2618,
6748691,0,13.9662,0.0000,0.0000,-0.0916,0.0000,
6760625,0,13.1681,0.0000,0.0000,-0.0864,0.0000,
6772583,0,-2.9569,0.0000,0.0000,-0.0838,0.5236,
6784560,0,3.7097,0.0000,0.0000,-0.0759,0.2618,
6796577,0,-12.8144,0.0000,0.0000,-0.0707,0.7854,
6808613,0,-6.1492,0.0000,0.0000,-0.0628,0.5236,
6820594,0,-15.2086,0.0000,0.0000,-0.0550,0.7854,
6832603,0,-16.4057,0.0000,0.0000,-0.0471,0.7854,
6844578,0,-17.6028,0.0000,0.0000,-0.0393,0.7854,
6856615,0,-18.7999,0.0000,0.0000,-0.0314,0.7854,
6868609,0,-19.9970,0.0000,0.0000,-0.0236,0.7854,
6880645,0,-21.1940,0.0000,0.0000,-0.0157,0.7854,
6892661,0,-21.9914,0.0000,0.0000,-0.0105,0.7854,
6904656,0,-15.3270,0.0000,0.0000,-0.0026,0.5236,
6916613,0,-24.3863,0.0000,0.0000,0.0052,0.7854,
6928603,0,-25.1844,0.0000,0.0000,0.0105,0.7854,
6940578,0,-18.5185,0.0000,0.0000,0.0183,0.5236,
6952658,0,-27.5786,0.0000,0.0000,0.0262,0.7854,
6964630,0,-28.7757,0.0000,0.0000,0.0340,0.7854,
6976612,0,-29.5738,0.0000,0.0000,0.0393,0.7854,
6988446,0,-22.9079,0.0000,0.0000,0.0471,0.5236,
7000280,0,-31.5690,0.0000,0.0000,0.0524,0.7854,
7012238,0,-24.5048,0.0000,0.0000,0.0576,0.5236,
7024236,0,-25.3021,0.0000,0.0000,0.0628,0.5236,
7036204,0,-25.7011,0.0000,0.0000,0.0654,0.5236,
7048164,0,-18.2379,0.0000,0.0000,0.0681,0.2618,
7059934,0,-18.6369,0.0000,0.0000,0.0707,0.2618,
7071885,0,-19.0353,0.0000,0.0000,0.0733,0.2618,
7083876,0,-19.0360,0.0000,0.0000,0.0733,0.2618,
7095875,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7107820,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7119644,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7131543,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7143450,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7155282,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7167219,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7179141,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7190889,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7202821,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7214735,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7226601,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7238537,0,-2.9109,0.0000,0.0000,0.0707,-0.2618,
7250448,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7262275,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7274221,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7286163,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7298163,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7310101,0,-19.0360,0.0000,0.0000,0.0733,0.2618,
7321858,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7333871,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7345830,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7357750,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7369599,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7381598,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7393486,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7405320,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7417293,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7429219,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7441144,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
7452921,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7464841,0,-2.9109,0.0000,0.0000,0.0707,-0.2618,
7476833,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7488875,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7500815,0,-10.3749,0.0000,0.0000,0.0681,0.0000,
7512619,0,-2.5126,0.0000,0.0000,0.0681,-0.2618,
7524601,0,-10.3749,0.0000,0.0000,0.0681,0.0000,
7536571,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7548493,0,-2.1129,0.0000,0.0000,0.0654,-0.2618,
7560455,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7572285,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7584227,0,-1.7138,0.0000,0.0000,0.0628,-0.2618,
7596161,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7608117,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7619858,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7631837,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7643795,0,-1.3155,0.0000,0.0000,0.0602,-0.2618,
7655791,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7667635,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7679553,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7691358,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7703286,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7715233,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7727137,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7738919,0,-9.1778,0.0000,0.0000,0.0602,0.0000,
7750911,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7762889,0,-17.4391,0.0000,0.0000,0.0628,0.2618,
7774849,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7786786,0,-9.5768,0.0000,0.0000,0.0628,0.0000,
7798609,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7810523,0,-17.8389,0.0000,0.0000,0.0654,0.2618,
7822473,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7834459,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7846269,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7858172,0,-9.9759,0.0000,0.0000,0.0654,0.0000,
7869912,0,-10.3749,0.0000,0.0000,0.0681,0.0000,
7881931,0,-18.2379,0.0000,0.0000,0.0681,0.2618,
7893892,0,-10.3749,0.0000,0.0000,0.0681,0.0000,
7905847,0,-10.3749,0.0000,0.0000,0.0681,0.0000,
7917783,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7929661,0,-18.6362,0.0000,0.0000,0.0707,0.2618,
7941599,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7953513,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7965319,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7977252,0,-10.7739,0.0000,0.0000,0.0707,0.0000,
7989269,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8001224,0,-19.0360,0.0000,0.0000,0.0733,0.2618,
8013193,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8025123,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8036940,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8048832,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8060567,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8072500,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8084360,0,-11.1730,0.0000,0.0000,0.0733,0.0000,
8096313,0,-11.5720,0.0000,0.0000,0.0759,0.0000,
8108267,0,-19.4350,0.0000,0.0000,0.0759,0.2618,
8120242,0,-11.5720,0.0000,0.0000,0.0759,0.0000,
8132143,0,-11.5720,0.0000,0.0000,0.0759,0.0000,
8143912,0,-11.5720,0.0000,0.0000,0.0759,0.0000,
8155816,0,-11.5720,0.0000,0.0000,0.0759,0.0000,
8167761,0,-11.5685,-0.0004,0.0000,0.0759,0.0000,crash (limit_switch - DISABLED)
8179723,0,-9.8154,-0.0004,-0.0351,0.0759,0.0000,
8191674,0,-11.5685,-0.0004,0.0000,0.0759,0.0000,
8203641,0,-11.5685,-0.0004,0.0000,0.0759,0.0000,
8215666,0,-11.5685,-0.0004,0.0000,0.0759,0.0000,
8227612,0,-11.5685,-0.0004,0.0000,0.0759,0.0000,
8239559,0,-11.5685,-0.0004,0.0000,0.0759,0.0000,
