Time (μs),State,Force (N),Position (m),Velocity (m/s),Angular Position (radian),Angular Velocity (radian/s),Event
1129680,1,-1.9082,-0.1441,0.0351,0.0105,0.0000,
1141640,1,-1.4307,-0.1441,0.0175,0.0131,0.0000,
1153598,1,-8.4206,-0.1438,0.0000,0.0131,0.2618,
1165537,1,-2.3160,-0.1432,0.0351,0.0131,0.0000,
1177417,1,-2.7970,-0.1429,0.0526,0.0105,0.0000,
1189400,1,5.5487,-0.1434,0.0351,0.0131,-0.2618,
1201433,1,-5.7892,-0.1439,-0.0526,0.0131,0.2618,
1213366,1,1.2705,-0.1434,-0.0526,0.0183,0.0000,
1225349,1,-19.7176,-0.1431,0.0526,0.0183,0.5236,
1237324,1,-3.1246,-0.1422,0.0351,0.0183,0.0000,
1249363,1,-5.3622,-0.1415,0.0877,0.0157,0.0000,
1261356,1,3.3756,-0.1413,0.0701,0.0157,-0.2618,
1273342,1,-1.8595,-0.1411,0.0175,0.0157,0.0000,
1285264,1,-2.2568,-0.1413,0.0175,0.0183,0.0000,
1297229,1,-8.3702,-0.1410,-0.0175,0.0183,0.2618,
1309263,1,-3.1456,-0.1401,0.0351,0.0183,0.0000,
1321264,1,-5.7841,-0.1392,0.0877,0.0183,0.0000,
1333266,1,-5.7946,-0.1381,0.0877,0.0183,0.0000,
1345272,1,-6.6852,-0.1367,0.1052,0.0183,0.0000,
1357256,1,-8.0550,-0.1352,0.1402,0.0157,0.0000,
1369326,1,-0.6889,-0.1332,0.1578,0.0131,-0.2618,
1381408,1,-2.0559,-0.1320,0.1928,0.0105,-0.2618,
1393497,1,1.0432,-0.1311,0.1227,0.0131,-0.2618,
1405433,1,-12.9349,-0.1306,0.0877,0.0131,0.2618,
1417372,1,-3.7266,-0.1297,0.0526,0.0157,0.0000,
1429356,1,-12.9517,-0.1289,0.0877,0.0131,0.2618,
1441405,1,2.7676,-0.1283,0.0877,0.0131,-0.2618,
1453374,1,-3.3451,-0.1280,0.0526,0.0131,0.0000,
1465329,1,-2.8675,-0.1280,0.0351,0.0157,0.0000,
1477298,1,-8.9820,-0.1275,0.0000,0.0157,0.2618,
1489315,1,-4.1537,-0.1269,0.0526,0.0183,0.0000,
1501220,1,-11.6281,-0.1259,0.0526,0.0157,0.2618,
1513274,1,1.0604,-0.1250,0.1052,0.0183,-0.2618,
1525265,1,-13.4005,-0.1239,0.0877,0.0157,0.2618,
1537287,1,1.0428,-0.1232,0.1052,0.0183,-0.2618,
1549268,1,-12.5397,-0.1224,0.0701,0.0157,0.2618,
1561265,1,1.9054,-0.1218,0.0877,0.0183,-0.2618,
1573208,1,-12.0763,-0.1210,0.0526,0.0183,0.2618,
1585259,1,-6.3777,-0.1197,0.0877,0.0209,0.0000,
1597266,1,-15.6106,-0.1182,0.1227,0.0183,0.2618,
1609322,1,-1.2527,-0.1168,0.1578,0.0157,-0.2618,
1621382,1,-0.3849,-0.1159,0.1402,0.0157,-0.2618,
1633461,1,-6.0207,-0.1155,0.0877,0.0183,0.0000,
1645384,1,-11.6601,-0.1148,0.0351,0.0209,0.2618,
1657313,1,-13.4220,-0.1140,0.0701,0.0209,0.2618,
1669386,1,-6.4513,-0.1124,0.0877,0.0209,0.0000,
1681404,1,-9.5796,-0.1103,0.1578,0.0183,0.0000,
1693443,1,-3.9700,-0.1080,0.2104,0.0157,-0.2618,
1705399,1,-4.4633,-0.1064,0.2279,0.0131,-0.2618,
1717465,1,-1.3673,-0.1054,0.1578,0.0157,-0.2618,
1729435,1,-14.4727,-0.1043,0.1052,0.0157,0.2618,
1741390,1,-7.0218,-0.1031,0.1052,0.0183,0.0000,
1753312,1,-15.3833,-0.1010,0.1227,0.0157,0.2618,
1765214,1,-4.0611,-0.0989,0.2104,0.0157,-0.2618,
1777322,1,-11.5479,-0.0966,0.2104,0.0131,0.0000,
1789330,1,-4.5903,-0.0938,0.2279,0.0131,-0.2618,
1801374,1,-14.7095,-0.0912,0.2805,0.0105,0.0000,
1813433,1,-6.0015,-0.0880,0.2630,0.0105,-0.2618,
1825400,1,-16.1302,-0.0845,0.3156,0.0079,0.0000,
1837368,1,-9.2608,-0.0806,0.3506,0.0026,-0.2618,
1849506,1,-2.3939,-0.0766,0.3857,-0.0026,-0.5236,
1861435,1,-2.5074,-0.0731,0.4032,-0.0079,-0.5236,
1873583,1,0.0931,-0.0701,0.3506,-0.0079,-0.5236,
1885456,1,-13.0330,-0.0671,0.2980,-0.0079,0.0000,
1897457,1,-13.4671,-0.0636,0.2980,-0.0052,0.0000,
1909546,1,-23.2003,-0.0598,0.3506,-0.0105,0.2618,
1921396,1,-0.2048,-0.0561,0.3857,-0.0183,-0.5236,
1933446,1,9.3117,-0.0540,0.3682,-0.0236,-0.7854,
1945445,1,9.7439,-0.0547,0.2104,-0.0262,-0.5236,
1957436,1,15.5093,-0.0549,-0.0701,-0.0236,-0.2618,
1969396,1,-4.0382,-0.0554,-0.0175,-0.0157,0.2618,
1981425,1,-19.2085,-0.0552,-0.0526,-0.0079,0.7854,
1993462,1,-22.3305,-0.0538,0.0175,-0.0105,0.7854,
2005420,1,3.3727,-0.0528,0.1402,-0.0131,-0.2618,
2017413,1,5.5255,-0.0528,0.1052,-0.0157,-0.2618,
2029421,1,9.9921,-0.0533,0.0000,-0.0105,-0.2618,
2041330,1,-11.3680,-0.0531,-0.0526,-0.0079,0.5236,
2053483,1,-7.4289,-0.0512,0.0175,-0.0052,0.2618,
2065418,1,-17.0090,-0.0496,0.1928,0.0000,0.2618,
2077407,1,-22.3411,-0.0475,0.1578,-0.0052,0.5236,
2089423,1,7.2637,-0.0461,0.2104,-0.0105,-0.5236,
2101444,1,11.5821,-0.0475,0.1402,-0.0157,-0.5236,
2113482,1,25.2175,-0.0484,-0.1402,-0.0131,-0.5236,
2125398,1,-2.5903,-0.0491,-0.0877,-0.0026,0.2618,
2137396,1,-27.8584,-0.0486,-0.0701,0.0026,1.0472,
2149398,1,-18.2824,-0.0472,0.0526,0.0026,0.5236,
2161372,1,-6.9540,-0.0458,0.1402,0.0026,0.0000,
2173441,1,-6.5724,-0.0440,0.1402,0.0000,0.0000,
2185507,1,0.7188,-0.0424,0.1753,-0.0079,-0.2618,
2197458,1,17.3206,-0.0424,0.1578,-0.0079,-0.7854,
2209415,1,1.2311,-0.0433,0.0000,-0.0052,0.0000,
2221345,1,-3.0489,-0.0431,-0.0877,0.0000,0.2618,
2233424,1,-16.1758,-0.0426,0.0175,0.0000,0.5236,
2245398,1,-2.2107,-0.0419,0.0526,0.0000,0.0000,
2257398,1,-2.6917,-0.0415,0.0701,-0.0026,0.0000,
2269413,1,6.5299,-0.0421,0.0351,0.0000,-0.2618,
2281478,1,-4.8066,-0.0426,-0.0526,0.0000,0.2618,
2293472,1,2.2576,-0.0426,-0.0526,0.0052,0.0000,
2305348,1,-16.1051,-0.0419,0.0000,0.0052,0.5236,
2317436,1,-3.8958,-0.0408,0.0701,0.0052,0.0000,
2329407,1,-5.2569,-0.0401,0.1052,0.0026,0.0000,
2341417,1,4.3592,-0.0401,0.0701,0.0026,-0.2618,
2353334,1,-0.3966,-0.0401,0.0000,0.0052,0.0000,
2365314,1,-8.6621,-0.0398,0.0000,0.0079,0.2618,
2377307,1,-10.4251,-0.0387,0.0351,0.0079,0.2618,
2389345,1,-5.6858,-0.0372,0.1052,0.0052,0.0000,
2401383,1,-0.0664,-0.0359,0.1578,0.0026,-0.2618,
2413370,1,2.0847,-0.0358,0.1227,0.0000,-0.2618,
2425310,1,6.9520,-0.0365,0.0175,0.0026,-0.2618,
2437340,1,-5.1839,-0.0370,-0.0701,0.0079,0.2618,
2449350,1,-14.7244,-0.0366,-0.0526,0.0131,0.5236,
2461373,1,-19.1167,-0.0358,0.0351,0.0131,0.5236,
2473373,1,-5.2363,-0.0344,0.0877,0.0079,0.0000,
2485360,1,8.2520,-0.0337,0.1402,0.0052,-0.5236,
2497382,1,4.3076,-0.0351,0.0701,0.0026,-0.2618,
2509288,1,14.0325,-0.0354,-0.1402,0.0079,-0.2618,
2521345,1,-15.6132,-0.0354,-0.0351,0.0131,0.5236,
2533400,1,-17.7801,-0.0340,0.0000,0.0157,0.5236,
2545391,1,-17.3402,-0.0328,0.1402,0.0183,0.2618,
2557428,1,-15.6838,-0.0310,0.1227,0.0131,0.2618,
2569382,1,6.0641,-0.0302,0.1753,0.0079,-0.5236,
2581309,1,10.8589,-0.0314,0.0877,0.0052,-0.5236,
2593302,1,13.5192,-0.0319,-0.1227,0.0052,-0.2618,
2605284,1,0.5633,-0.0328,-0.0526,0.0157,0.0000,
2617327,1,-29.9357,-0.0324,-0.0877,0.0209,1.0472,
2629337,1,-20.3576,-0.0314,0.0351,0.0209,0.5236,
2641329,1,-8.1519,-0.0300,0.1052,0.0209,0.0000,
2653417,1,-9.1314,-0.0275,0.1402,0.0157,0.0000,
2665377,1,1.7149,-0.0256,0.2454,0.0131,-0.5236,
2677427,1,-2.3290,-0.0249,0.1928,0.0052,-0.2618,
2689500,1,19.1286,-0.0244,0.0701,0.0079,-0.7854,
2701463,1,-11.8497,-0.0238,0.0526,0.0105,0.2618,
2713458,1,-12.6677,-0.0219,0.0526,0.0157,0.2618,
2725365,1,-27.9573,-0.0203,0.1928,0.0183,0.5236,
2737448,1,-17.5684,-0.0179,0.1578,0.0131,0.2618,
2749419,1,2.4124,-0.0156,0.2454,0.0079,-0.5236,
2761339,1,4.4867,-0.0156,0.2279,0.0000,-0.5236,
2773262,1,23.7461,-0.0158,0.0000,0.0000,-0.7854,
2785296,1,-0.1627,-0.0158,-0.0175,0.0079,0.0000,
2797347,1,-25.4327,-0.0151,0.0000,0.0131,0.7854,
2809368,1,-21.1012,-0.0126,0.0701,0.0131,0.5236,
2821455,1,-14.1636,-0.0103,0.2454,0.0131,0.0000,
2833427,1,-12.9143,-0.0077,0.2279,0.0105,0.0000,
2845417,1,-5.6389,-0.0046,0.2630,0.0026,-0.2618,
2857436,1,7.8365,-0.0026,0.3156,0.0000,-0.7854,
2869433,1,-1.3503,-0.0030,0.1928,-0.0026,-0.2618,
2881453,1,10.0460,-0.0032,-0.0351,-0.0026,-0.2618,
2893401,1,0.9116,-0.0035,-0.0175,0.0000,0.0000,
2905346,1,-6.8757,-0.0032,-0.0351,0.0052,0.2618,
2917410,1,-18.6622,-0.0014,0.0351,0.0079,0.5236,
2929465,1,-17.4400,0.0014,0.1753,0.0052,0.2618,
2941436,1,-6.6073,0.0046,0.2805,0.0026,-0.2618,
2953432,1,-7.5880,0.0072,0.3156,-0.0026,-0.2618,
2965461,1,3.2838,0.0091,0.2630,-0.0052,-0.5236,
2977441,1,-0.6750,0.0093,0.1928,-0.0079,-0.2618,
2989452,1,8.0906,0.0093,0.0175,-0.0079,-0.2618,
3001444,1,0.3114,0.0088,0.0000,-0.0026,0.0000,
3013416,1,-13.5830,0.0088,-0.0526,0.0026,0.5236,
3025343,1,-16.2260,0.0102,0.0000,0.0026,0.5236,
3037284,1,-7.1352,0.0123,0.1402,0.0000,0.0000,
3049145,1,-2.7995,0.0144,0.2104,0.0000,-0.2618,
3061127,1,-9.8837,0.0163,0.2104,-0.0052,0.0000,
3073068,1,7.1032,0.0177,0.1928,-0.0079,-0.5236,
3085040,1,2.2766,0.0170,0.1402,-0.0105,-0.2618,
3096992,1,12.3991,0.0167,-0.0701,-0.0079,-0.2618,
3109011,1,-5.8749,0.0165,-0.0351,-0.0026,0.2618,
3120955,1,-15.0265,0.0177,-0.0175,0.0000,0.5236,
3132905,1,-14.5883,0.0191,0.1227,0.0026,0.2618,
3144697,1,-14.6851,0.0209,0.1402,-0.0026,0.2618,
3156750,1,7.9359,0.0221,0.1753,-0.0079,-0.5236,
3168623,1,11.3766,0.0209,0.1227,-0.0131,-0.5236,
3180645,1,23.6600,0.0196,-0.1227,-0.0131,-0.5236,
3192693,1,6.3544,0.0181,-0.1227,-0.0026,0.0000,
3204707,1,-24.1296,0.0168,-0.1578,0.0026,1.0472,
3216716,1,-10.5698,0.0182,-0.1227,0.0052,0.5236,
3228650,1,-16.2654,0.0193,0.1402,0.0079,0.2618,
3240624,1,-14.1283,0.0209,0.1052,0.0052,0.2618,
3252559,1,-0.2529,0.0226,0.1578,0.0000,-0.2618,
3264420,1,7.5288,0.0230,0.1753,-0.0052,-0.5236,
3276461,1,14.5581,0.0212,0.0351,-0.0052,-0.5236,
3288460,1,8.5763,0.0189,-0.1753,0.0000,0.0000,
3300488,1,-5.3069,0.0179,-0.2279,0.0052,0.5236,
3312320,1,-12.2503,0.0188,-0.1052,0.0105,0.5236,
3324328,1,-22.2979,0.0195,0.0877,0.0131,0.5236,
3336253,1,-12.7732,0.0207,0.0701,0.0079,0.2618,
3348343,1,8.5781,0.0214,0.1227,0.0052,-0.5236,
3360298,1,4.1509,0.0205,0.0701,0.0000,-0.2618,
3372302,1,19.1073,0.0203,-0.0877,0.0052,-0.5236,
3384304,1,-16.2516,0.0205,-0.0175,0.0079,0.5236,
3396291,1,-10.9514,0.0217,0.0175,0.0131,0.2618,
3408257,1,-23.6895,0.0231,0.1227,0.0105,0.5236,
3420295,1,0.2113,0.0240,0.1402,0.0026,-0.2618,
3432163,1,18.9653,0.0240,0.0877,0.0000,-0.7854,
3444116,1,7.2413,0.0223,0.0000,0.0026,-0.2618,
3456131,1,-0.5049,0.0210,-0.1753,0.0079,0.2618,
3468093,1,-11.7967,0.0212,-0.1227,0.0131,0.5236,
3480089,1,-18.8239,0.0226,0.0175,0.0131,0.5236,
3492049,1,-8.8470,0.0238,0.1402,0.0105,0.0000,
3503994,1,0.6783,0.0251,0.1227,0.0052,-0.2618,
3515934,1,8.9414,0.0249,0.1227,0.0026,-0.5236,
3527941,1,7.7083,0.0233,-0.0175,0.0052,-0.2618,
3539971,1,-1.7945,0.0224,-0.1578,0.0105,0.2618,
3551972,1,-13.9628,0.0226,-0.0877,0.0157,0.5236,
3563919,1,-19.2327,0.0237,0.0175,0.0157,0.5236,
3575887,1,-7.9043,0.0251,0.1052,0.0157,0.0000,
3587896,1,-9.2777,0.0270,0.1402,0.0131,0.0000,
3599763,1,-3.2680,0.0291,0.1928,0.0079,-0.2618,
3611773,1,4.5067,0.0302,0.2104,0.0026,-0.5236,
3623672,1,9.7706,0.0296,0.1052,0.0026,-0.5236,
3635437,1,1.1398,0.0293,-0.0526,0.0079,0.0000,
3647419,1,-16.2636,0.0296,-0.0351,0.0131,0.5236,
3659430,1,-19.7811,0.0307,0.0351,0.0131,0.5236,
3671313,1,-6.7773,0.0321,0.1052,0.0079,0.0000,
3683310,1,7.5893,0.0326,0.1402,0.0052,-0.5236,
3695313,1,4.5127,0.0321,0.0526,0.0026,-0.2618,
3707304,1,9.3773,0.0317,-0.0526,0.0052,-0.2618,
3719276,1,-7.6260,0.0319,-0.0351,0.0079,0.2618,
3731114,1,-11.0654,0.0331,0.0175,0.0131,0.2618,
3743086,1,-24.2007,0.0344,0.1227,0.0131,0.5236,
3755057,1,-7.6907,0.0358,0.1227,0.0079,0.0000,
3766944,1,7.5490,0.0366,0.1402,0.0052,-0.5236,
3778739,1,3.1219,0.0358,0.0877,0.0000,-0.2618,
3790552,1,18.9566,0.0354,-0.0877,0.0052,-0.5236,
3802504,1,-15.9284,0.0359,-0.0351,0.0105,0.5236,
3814433,1,-21.1226,0.0373,0.0526,0.0157,0.5236,
3826437,1,-25.1151,0.0382,0.1402,0.0131,0.5236,
3838450,1,2.2922,0.0389,0.0877,0.0052,-0.2618,
3850447,1,19.6946,0.0387,0.0701,0.0000,-0.7854,
3862442,1,15.8231,0.0380,-0.0175,0.0026,-0.5236,
3874470,1,-6.7306,0.0379,-0.0701,0.0131,0.2618,
3886402,1,-33.7536,0.0386,-0.0175,0.0183,1.0472,
3898408,1,-21.6212,0.0394,0.0701,0.0131,0.5236,
3910478,1,9.7509,0.0394,0.0877,0.0079,-0.5236,
3922454,1,14.5440,0.0384,0.0000,0.0052,-0.5236,
3934410,1,11.5511,0.0373,-0.1052,0.0079,-0.2618,
3946460,1,-5.3688,0.0372,-0.1052,0.0157,0.2618,
3958407,1,-26.6834,0.0380,-0.0175,0.0236,0.7854,
3970410,1,-31.5490,0.0386,0.0877,0.0209,0.7854,
3982408,1,2.8482,0.0389,0.0526,0.0131,-0.2618,
3994357,1,20.2506,0.0387,0.0351,0.0079,-0.7854,
4006309,1,14.2269,0.0380,-0.0175,0.0131,-0.5236,
4018286,1,-15.7890,0.0377,-0.0701,0.0209,0.5236,
4030270,1,-26.6102,0.0386,-0.0351,0.0288,0.7854,
4042320,1,-31.9551,0.0393,0.0877,0.0236,0.7854,
4054331,1,9.0321,0.0394,0.0701,0.0183,-0.5236,
