Time (μs),State,Force (N),Position (m),Velocity (m/s),Angular Position (radian),Angular Velocity (radian/s),Event
173037198,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173049193,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173061116,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173072972,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173084890,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173096840,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173108780,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173120602,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173132560,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173144502,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173156237,0,-2.8791,0.0086,0.0000,0.0183,0.0000,
173168147,0,-2.4801,0.0086,0.0000,0.0157,0.0000,
173180082,0,5.3829,0.0086,0.0000,0.0157,-0.2618,
173192003,0,-2.0811,0.0086,0.0000,0.0131,0.0000,
173203969,0,6.1802,0.0086,0.0000,0.0105,-0.2618,
173215909,0,6.1810,0.0086,0.0000,0.0105,-0.2618,
173227896,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173239848,0,6.5800,0.0086,0.0000,0.0079,-0.2618,
173251777,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173263594,0,6.9783,0.0086,0.0000,0.0052,-0.2618,
173275481,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173287234,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173299162,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173311073,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173322892,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173334843,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173346690,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173358628,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173370514,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173382464,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173394226,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173406176,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173417947,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173429846,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173441686,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173453605,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173465512,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173477349,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173489181,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173501140,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173512944,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173524877,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173536678,0,7.3781,0.0086,0.0000,0.0026,-0.2618,
173548544,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173560493,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173572349,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173584179,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173596116,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173607948,0,-0.4849,0.0086,0.0000,0.0026,0.0000,
173619854,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173631842,0,-8.7470,0.0086,0.0000,0.0052,0.2618,
173643673,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173655559,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
173667466,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173679446,0,-9.1453,0.0086,0.0000,0.0079,0.2618,
173691236,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173703157,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173715122,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173726932,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173738864,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173750828,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173762660,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173774558,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173786483,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173798225,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173810106,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173821928,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173833796,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173845636,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173857555,0,-1.2830,0.0086,0.0000,0.0079,0.0000,
173869489,0,-0.8840,0.0086,0.0000,0.0052,0.0000,
4690,1,6.9783,0.0086,0.0000,0.0052,-0.2618,start
16740,1,-0.8787,0.0081,0.0000,0.0052,0.0000,
28616,1,1.7492,0.0082,-0.0526,0.0052,0.0000,
40550,1,-1.7570,0.0082,0.0175,0.0052,0.0000,
52419,1,-0.4814,0.0082,0.0000,0.0026,0.0000,
64391,1,7.7859,0.0077,0.0000,-0.0000,-0.2618,
76334,1,10.4383,0.0054,-0.0526,-0.0000,-0.2618,
88408,1,11.3620,0.0033,-0.2279,-0.0000,0.0000,
100396,1,9.7136,0.0007,-0.2104,0.0052,0.0000,
112481,1,-4.1614,-0.0012,-0.2630,0.0105,0.5236,
124435,1,-8.4720,-0.0005,-0.1928,0.0157,0.5236,
136443,1,-21.6362,0.0011,0.0701,0.0157,0.5236,
148454,1,-10.3078,0.0025,0.1578,0.0157,0.0000,
160480,1,-8.6560,0.0047,0.1402,0.0105,0.0000,
172489,1,3.4635,0.0068,0.2279,0.0052,-0.5236,
184456,1,5.1382,0.0068,0.2104,-0.0000,-0.5236,
196407,1,15.6734,0.0053,0.0000,-0.0000,-0.5236,
208518,1,7.4532,0.0037,-0.1578,0.0026,0.0000,
220339,1,-0.7931,0.0021,-0.1578,0.0052,0.2618,
232379,1,-1.1851,0.0014,-0.1578,0.0079,0.2618,
244413,1,-5.5672,0.0014,-0.0701,0.0079,0.2618,
256466,1,-1.2199,0.0023,0.0000,0.0079,0.0000,
268404,1,-4.4108,0.0028,0.0877,-0.0000,0.0000,
280390,1,20.9305,0.0028,0.0526,-0.0000,-0.7854,
292426,1,-0.0245,0.0025,0.0000,-0.0000,0.0000,
304436,1,0.9323,0.0023,-0.0351,0.0052,0.0000,
316390,1,-15.2783,0.0030,-0.0175,0.0026,0.5236,
328461,1,4.3182,0.0039,0.0701,-0.0000,-0.2618,
340464,1,3.8459,0.0033,0.0877,-0.0026,-0.2618,
352486,1,10.8629,0.0028,-0.0526,-0.0026,-0.2618,
364554,1,2.6087,0.0021,-0.0526,-0.0000,0.0000,
376443,1,-4.7726,0.0018,-0.0701,0.0026,0.2618,
388382,1,-6.9290,0.0021,-0.0351,0.0052,0.2618,
400458,1,-10.0555,0.0040,0.0351,0.0026,0.2618,
412461,1,-1.8423,0.0063,0.1928,-0.0000,-0.2618,
424453,1,-2.8079,0.0074,0.2279,-0.0052,-0.2618,
436467,1,11.1868,0.0077,0.1052,-0.0052,-0.5236,
448519,1,-1.0269,0.0072,0.0351,-0.0052,0.0000,
460453,1,2.9568,0.0072,-0.0526,-0.0026,0.0000,
472379,1,-7.5376,0.0074,0.0000,-0.0026,0.2618,
484443,1,-0.5634,0.0086,0.0175,-0.0026,0.0000,
496477,1,-5.4255,0.0088,0.1227,-0.0052,0.0000,
508398,1,7.7004,0.0084,0.0175,-0.0052,-0.2618,
520481,1,2.4846,0.0067,-0.0351,-0.0052,0.0000,
532529,1,9.1068,0.0058,-0.1753,-0.0026,0.0000,
544515,1,-3.5275,0.0047,-0.0877,-0.0000,0.2618,
556351,1,-3.0510,0.0049,-0.1052,0.0026,0.2618,
568313,1,-9.1912,0.0053,0.0175,0.0026,0.2618,
580254,1,-2.2153,0.0063,0.0351,0.0026,0.0000,
592183,1,-5.3295,0.0070,0.1052,-0.0000,0.0000,
603977,1,4.2831,0.0074,0.0701,-0.0000,-0.2618,
615790,1,-1.8250,0.0072,0.0351,-0.0000,0.0000,
627694,1,0.4056,0.0072,-0.0175,0.0026,0.0000,
639653,1,-8.7382,0.0077,0.0000,0.0052,0.2618,
651630,1,-11.3889,0.0098,0.0526,0.0052,0.2618,
663576,1,-11.4395,0.0123,0.2104,0.0052,0.0000,
675542,1,-13.2172,0.0147,0.2454,0.0052,0.0000,
687426,1,-12.4471,0.0175,0.2454,-0.0000,0.0000,
699436,1,2.2975,0.0202,0.2805,-0.0052,-0.5236,
711496,1,3.9644,0.0209,0.2630,-0.0105,-0.5236,
723444,1,13.6100,0.0205,0.0701,-0.0105,-0.5236,
735456,1,2.3531,0.0198,-0.0351,-0.0052,0.0000,
747408,1,-12.0199,0.0200,-0.0701,-0.0026,0.5236,
759450,1,-8.5562,0.0216,0.0175,-0.0026,0.2618,
771409,1,-7.7232,0.0233,0.1578,-0.0026,0.0000,
783404,1,-8.2252,0.0258,0.1753,-0.0052,0.0000,
795437,1,-3.4940,0.0282,0.2454,-0.0079,-0.2618,
807517,1,-3.1160,0.0303,0.2454,-0.0105,-0.2618,
819433,1,-1.3776,0.0317,0.2104,-0.0105,-0.2618,
831431,1,-5.7424,0.0326,0.1402,-0.0105,0.0000,
843361,1,-3.1180,0.0331,0.0877,-0.0105,0.0000,
855414,1,-1.3666,0.0333,0.0526,-0.0105,0.0000,
867444,1,-0.0125,0.0333,0.0175,-0.0079,0.0000,
879413,1,-7.4008,0.0337,0.0000,-0.0052,0.2618,
891429,1,-9.5642,0.0347,0.0351,-0.0026,0.2618,
903464,1,-13.0862,0.0363,0.1052,-0.0026,0.2618,
915418,1,-7.4767,0.0386,0.1578,-0.0052,0.0000,
927467,1,-2.7419,0.0407,0.2279,-0.0079,-0.2618,
939452,1,-1.4803,0.0421,0.2104,-0.0105,-0.2618,
951468,1,2.0199,0.0426,0.1402,-0.0105,-0.2618,
963483,1,-1.4613,0.0428,0.0526,-0.0105,0.0000,
975425,1,-0.5063,0.0428,0.0175,-0.0052,0.0000,
987432,1,-15.3585,0.0431,0.0000,-0.0052,0.5236,
999373,1,-1.3916,0.0437,0.0351,-0.0052,0.0000,
1011387,1,-2.2699,0.0438,0.0526,-0.0052,0.0000,
1023304,1,-0.9176,0.0440,0.0175,-0.0026,0.0000,
1035286,1,-9.5821,0.0444,0.0175,0.0026,0.2618,
1047302,1,-18.3332,0.0456,0.0351,0.0026,0.5236,
1059291,1,-7.0048,0.0470,0.1227,0.0026,0.0000,
1071321,1,-7.9041,0.0493,0.1402,0.0026,0.0000,
1083295,1,-12.3168,0.0522,0.2279,0.0026,0.0000,
1095374,1,-15.0582,0.0556,0.2980,-0.0026,0.0000,
1107412,1,-0.7204,0.0589,0.3331,-0.0052,-0.5236,
1119520,1,-8.2169,0.0622,0.3331,-0.0079,-0.2618,
1131440,1,-8.2502,0.0656,0.3331,-0.0079,-0.2618,
1143444,1,-15.3485,0.0689,0.3331,-0.0131,0.0000,
1155443,1,0.7443,0.0721,0.3331,-0.0157,-0.5236,
1167431,1,-5.8687,0.0747,0.3156,-0.0183,-0.2618,
1179567,1,-3.2678,0.0775,0.2630,-0.0183,-0.2618,
1191544,1,-12.0294,0.0798,0.2805,-0.0183,0.0000,
1203406,1,-9.4260,0.0824,0.2279,-0.0183,0.0000,
1215457,1,-10.8152,0.0859,0.2630,-0.0209,0.0000,
1227475,1,-6.5737,0.0896,0.3506,-0.0262,-0.2618,
1239498,1,0.7795,0.0927,0.3682,-0.0288,-0.5236,
1251431,1,-4.0804,0.0954,0.3156,-0.0314,-0.2618,
1263460,1,-1.4760,0.0978,0.2630,-0.0314,-0.2618,
1275506,1,-8.4810,0.0998,0.2454,-0.0314,0.0000,
1287436,1,-5.8723,0.1019,0.1928,-0.0314,0.0000,
1299393,1,-6.3691,0.1038,0.2104,-0.0340,0.0000,
1311394,1,2.3564,0.1052,0.1928,-0.0340,-0.2618,
1323453,1,-2.8822,0.1057,0.1402,-0.0340,0.0000,
1335407,1,1.0998,0.1059,0.0526,-0.0314,0.0000,
1347391,1,-5.8099,0.1061,0.0175,-0.0262,0.2618,
1359359,1,-13.6756,0.1064,0.0175,-0.0262,0.5236,
1371339,1,1.1696,0.1068,0.0351,-0.0262,0.0000,
1383335,1,1.1696,0.1068,0.0351,-0.0262,0.0000,
1395289,1,2.1246,0.1068,0.0000,-0.0209,0.0000,
1407224,1,-14.0049,0.1073,0.0000,-0.0183,0.5236,
1419111,1,-8.7811,0.1082,0.0526,-0.0183,0.2618,
1431165,1,-2.6835,0.1094,0.0877,-0.0183,0.0000,
1443031,1,-4.0464,0.1103,0.1227,-0.0209,0.0000,
1455036,1,5.1707,0.1103,0.0877,-0.0183,-0.2618,
1467008,1,-6.5715,0.1103,0.0000,-0.0157,0.2618,
1478990,1,-6.9821,0.1115,0.0000,-0.0131,0.2618,
1491050,1,-13.5336,0.1131,0.1227,-0.0105,0.2618,
1503117,1,-14.5096,0.1152,0.1578,-0.0157,0.2618,
1515105,1,6.8312,0.1169,0.2104,-0.0183,-0.5236,
1527066,1,1.5221,0.1166,0.1753,-0.0236,-0.2618,
1539093,1,19.5031,0.1168,-0.0351,-0.0209,-0.5236,
1551083,1,-7.9165,0.1173,0.0175,-0.0131,0.2618,
1563070,1,-26.6138,0.1194,0.0526,-0.0052,0.7854,
1575080,1,-34.5168,0.1208,0.2104,-0.0052,0.7854,
1587047,1,-6.6453,0.1229,0.1402,-0.0105,0.0000,
1599128,1,5.9588,0.1243,0.2104,-0.0131,-0.5236,
1611114,1,2.0071,0.1238,0.1402,-0.0157,-0.2618,
1623135,1,11.2501,0.1238,-0.0526,-0.0131,-0.2618,
1635213,1,-7.9071,0.1241,0.0000,-0.0079,0.2618,
1647114,1,-18.3434,0.1264,0.0351,-0.0026,0.5236,
1659098,1,-28.3993,0.1278,0.2279,-0.0000,0.5236,
1671071,1,-15.3793,0.1303,0.1402,-0.0052,0.2618,
1683130,1,3.7277,0.1322,0.2454,-0.0105,-0.5236,
1695149,1,6.3609,0.1318,0.1928,-0.0105,-0.5236,
1707121,1,2.0362,0.1313,-0.0351,-0.0105,0.0000,
1719126,1,2.1129,0.1315,-0.0526,-0.0052,0.0000,
1731114,1,-17.9167,0.1315,0.0175,-0.0000,0.5236,
1743148,1,-17.0576,0.1332,0.0000,-0.0000,0.5236,
1755143,1,-10.1278,0.1362,0.1753,-0.0000,0.0000,
1767078,1,-16.2900,0.1388,0.2980,-0.0000,0.0000,
1779116,1,-14.1694,0.1420,0.2630,-0.0026,0.0000,
1791137,1,-8.5763,0.1459,0.3156,-0.0052,-0.2618,
1803120,1,-11.7284,0.1504,0.3857,-0.0079,-0.2618,
1815232,1,-14.4857,0.1553,0.4558,-0.0131,-0.2618,
1827404,1,-7.6293,0.1604,0.4909,-0.0183,-0.5236,
1839608,1,-7.7568,0.1653,0.5084,-0.0236,-0.5236,
1851735,1,-6.5304,0.1702,0.4909,-0.0262,-0.5236,
1863791,1,-13.6402,0.1748,0.4909,-0.0314,-0.2618,
1875893,1,-3.2688,0.1790,0.4558,-0.0367,-0.5236,
1888070,1,-0.7519,0.1825,0.4207,-0.0419,-0.5236,
1900150,1,3.1334,0.1844,0.3506,-0.0445,-0.5236,
1912120,1,3.1601,0.1844,0.1928,-0.0445,-0.2618,
1924139,1,4.9376,0.1846,0.0000,-0.0445,0.0000,
1936096,1,2.8639,0.1846,0.0175,-0.0367,0.0000,
1948086,1,-21.0484,0.1850,0.0000,-0.0288,0.7854,
1960126,1,-22.8208,0.1869,0.0351,-0.0288,0.7854,
1972100,1,-6.7419,0.1888,0.1928,-0.0314,0.0000,
1984137,1,1.5037,0.1904,0.1928,-0.0340,-0.2618,
1996080,1,3.6530,0.1907,0.1578,-0.0367,-0.2618,
2008039,1,9.7890,0.1907,0.0351,-0.0367,-0.2618,
2019920,1,3.2800,0.1907,0.0000,-0.0340,0.0000,
2031728,1,-5.7801,0.1907,0.0000,-0.0262,0.2618,
2043688,1,-21.5193,0.1921,0.0000,-0.0262,0.7854,
2055726,1,-4.9629,0.1941,0.1402,-0.0262,0.0000,
2067632,1,-7.6083,0.1956,0.1928,-0.0262,0.0000,
2079707,1,-5.4789,0.1979,0.1578,-0.0288,0.0000,
2091769,1,-0.7425,0.1999,0.2279,-0.0314,-0.2618,
2103707,1,1.3967,0.2011,0.1928,-0.0340,-0.2618,
2115634,1,4.4994,0.2016,0.1227,-0.0314,-0.2618,
2127635,1,-7.7256,0.2021,0.0526,-0.0314,0.2618,
2139752,1,-0.6676,0.2028,0.0526,-0.0262,0.0000,
2151650,1,-17.2748,0.2034,0.0701,-0.0262,0.5236,
2163718,1,-0.6782,0.2039,0.0526,-0.0262,0.0000,
2175647,1,-0.2827,0.2042,0.0526,-0.0288,0.0000,
2187610,1,8.4604,0.2039,0.0351,-0.0288,-0.2618,
2199634,1,3.3231,0.2021,-0.0351,-0.0236,0.0000,
2211637,1,-5.7877,0.2020,-0.1753,-0.0209,0.5236,
2223693,1,-6.6269,0.2035,-0.0175,-0.0157,0.2618,
2235751,1,-23.2677,0.2048,0.1578,-0.0157,0.5236,
2247609,1,-5.0106,0.2067,0.1227,-0.0209,0.0000,
2259523,1,7.5969,0.2077,0.1928,-0.0236,-0.5236,
2271469,1,4.5228,0.2070,0.1052,-0.0262,-0.2618,
2283476,1,12.4998,0.2062,-0.0701,-0.0209,-0.2618,
2295483,1,-10.6109,0.2062,-0.0877,-0.0183,0.5236,
2307465,1,-7.9453,0.2077,0.0000,-0.0131,0.2618,
2319474,1,-24.5069,0.2090,0.1578,-0.0079,0.5236,
2331423,1,-21.9750,0.2109,0.1227,-0.0131,0.5236,
2343461,1,6.7568,0.2120,0.1928,-0.0183,-0.5236,
2355437,1,11.5509,0.2107,0.1052,-0.0209,-0.5236,
2367451,1,14.7042,0.2088,-0.1227,-0.0183,-0.2618,
2379421,1,1.6951,0.2079,-0.1928,-0.0131,0.2618,
2391461,1,-12.6218,0.2077,-0.0877,-0.0052,0.5236,
2403451,1,-24.0051,0.2091,-0.0175,-0.0052,0.7854,
2415524,1,-8.3322,0.2118,0.1402,-0.0052,0.0000,
2427442,1,-14.0919,0.2141,0.2630,-0.0079,0.0000,
2439432,1,-4.0995,0.2163,0.2279,-0.0105,-0.2618,
2451465,1,-3.3284,0.2190,0.2279,-0.0157,-0.2618,
2463452,1,2.7681,0.2204,0.2630,-0.0157,-0.5236,
2475467,1,-6.4352,0.2216,0.1402,-0.0183,0.0000,
2487465,1,1.8959,0.2225,0.1227,-0.0157,-0.2618,
2499489,1,-12.0843,0.2233,0.0877,-0.0157,0.2618,
2511429,1,-4.6316,0.2244,0.0877,-0.0131,0.0000,
2523424,1,-12.9879,0.2260,0.1052,-0.0157,0.2618,
2535431,1,0.0944,0.2274,0.1578,-0.0157,-0.2618,
2547469,1,-6.9078,0.2290,0.1402,-0.0157,0.0000,
2559425,1,-7.8019,0.2307,0.1578,-0.0157,0.0000,
2571385,1,-8.7013,0.2330,0.1753,-0.0157,0.0000,
2583440,1,-10.5610,0.2358,0.2279,-0.0209,0.0000,
2595449,1,2.9091,0.2382,0.2805,-0.0236,-0.5236,
2607456,1,-2.4114,0.2391,0.2454,-0.0288,-0.2618,
2619467,1,13.3396,0.2393,0.0877,-0.0288,-0.5236,
2631405,1,0.7243,0.2390,0.0175,-0.0262,0.0000,
2643333,1,-5.3089,0.2391,-0.0351,-0.0209,0.2618,
2655342,1,-15.8043,0.2395,0.0175,-0.0209,0.5236,
2667368,1,-0.9626,0.2402,0.0351,-0.0209,0.0000,
2679302,1,-2.7175,0.2404,0.0701,-0.0209,0.0000,
2691303,1,-0.4886,0.2405,0.0175,-0.0183,0.0000,
2703348,1,-8.3551,0.2409,0.0175,-0.0183,0.2618,
2715376,1,-1.7765,0.2418,0.0351,-0.0157,0.0000,
2727378,1,-12.2754,0.2425,0.0877,-0.0157,0.2618,
2739429,1,-3.5471,0.2435,0.0701,-0.0157,0.0000,
2751437,1,-5.3072,0.2442,0.1052,-0.0157,0.0000,
2763444,1,-3.5611,0.2449,0.0701,-0.0157,0.0000,
2775439,1,-3.9637,0.2453,0.0701,-0.0131,0.0000,
2787431,1,-10.0771,0.2456,0.0351,-0.0131,0.2618,
2799377,1,-2.2193,0.2461,0.0351,-0.0131,0.0000,
2811374,1,-3.0976,0.2463,0.0526,-0.0131,0.0000,
2823369,1,-1.7436,0.2463,0.0175,-0.0105,0.0000,
2835292,1,-9.1308,0.2465,0.0000,-0.0079,0.2618,
2847251,1,-10.0136,0.2472,0.0175,-0.0079,0.2618,
2859289,1,-4.7915,0.2482,0.0701,-0.0079,0.0000,
2871261,1,-6.1579,0.2495,0.1052,-0.0105,0.0000,
2883316,1,0.8190,0.2503,0.1227,-0.0105,-0.2618,
2895354,1,-5.2971,0.2510,0.0877,-0.0105,0.0000,
2907383,1,-4.8266,0.2517,0.0701,-0.0079,0.0000,
2919417,1,-12.6941,0.2523,0.0701,-0.0079,0.2618,
2931424,1,-3.9659,0.2533,0.0526,-0.0079,0.0000,
2943399,1,-6.6078,0.2546,0.1052,-0.0079,0.0000,
2955425,1,-7.5018,0.2563,0.1227,-0.0079,0.0000,
2967463,1,-10.1614,0.2593,0.1753,-0.0079,0.0000,
2979436,1,-15.9281,0.2623,0.2980,-0.0105,0.0000,
2991400,1,-7.7017,0.2658,0.2980,-0.0131,-0.2618,
3003447,1,-9.5730,0.2698,0.3506,-0.0183,-0.2618,
3015603,1,-3.9834,0.2740,0.4032,-0.0209,-0.5236,
3027736,1,-11.5690,0.2784,0.4207,-0.0288,-0.2618,
3039894,1,3.6471,0.2816,0.4383,-0.0314,-0.7854,
3051766,1,-5.1519,0.2823,0.3156,-0.0367,-0.2618,
3063640,1,15.3740,0.2831,0.0701,-0.0393,-0.5236,
3075653,1,6.2383,0.2828,0.0877,-0.0367,-0.2618,
3087678,1,-4.1450,0.2824,-0.0351,-0.0314,0.2618,
3099612,1,-12.4165,0.2833,-0.0351,-0.0288,0.5236,
3111646,1,-11.1089,0.2854,0.0877,-0.0262,0.2618,
3123712,1,-17.2700,0.2879,0.2104,-0.0262,0.2618,
3135697,1,-10.7874,0.2905,0.2454,-0.0288,0.0000,
3147740,1,-3.0291,0.2931,0.2630,-0.0340,-0.2618,
3159689,1,5.6153,0.2947,0.2630,-0.0393,-0.5236,
3171640,1,10.8818,0.2940,0.1578,-0.0393,-0.5236,
3183639,1,6.5658,0.2926,-0.0701,-0.0393,0.0000,
3195668,1,9.6853,0.2914,-0.1402,-0.0367,0.0000,
3207693,1,0.1606,0.2901,-0.1227,-0.0314,0.2618,
3219745,1,-8.8966,0.2898,-0.1227,-0.0236,0.5236,
3231691,1,-21.5478,0.2905,-0.0351,-0.0209,0.7854,
3243695,1,-10.6979,0.2921,0.0701,-0.0236,0.2618,
3255685,1,1.0288,0.2935,0.1578,-0.0262,-0.2618,
3267677,1,2.7007,0.2938,0.1402,-0.0314,-0.2618,
3279661,1,15.4251,0.2936,0.0351,-0.0288,-0.5236,
3291628,1,-5.9318,0.2936,-0.0175,-0.0262,0.2618,
3303656,1,-7.2187,0.2947,0.0000,-0.0236,0.2618,
3315751,1,-12.8929,0.2963,0.1052,-0.0209,0.2618,
3327749,1,-15.1404,0.2980,0.1578,-0.0236,0.2618,
3339602,1,0.4900,0.2996,0.1753,-0.0288,-0.2618,
3351672,1,10.4204,0.3003,0.1578,-0.0367,-0.5236,
3363626,1,22.2769,0.2993,0.0701,-0.0340,-0.7854,
3375621,1,-0.8008,0.2986,-0.1052,-0.0314,0.2618,
3387680,1,-2.9529,0.2986,-0.0701,-0.0288,0.2618,
3399726,1,-6.0630,0.2989,0.0000,-0.0314,0.2618,
3411637,1,7.9085,0.2989,0.0351,-0.0314,-0.2618,
3423639,1,1.8081,0.2980,0.0000,-0.0314,0.0000,
3435587,1,5.7953,0.2977,-0.0877,-0.0288,0.0000,
3447601,1,-5.0991,0.2980,-0.0351,-0.0262,0.2618,
3459620,1,-9.0104,0.2986,0.0351,-0.0236,0.2618,
3471683,1,-9.5036,0.3001,0.0526,-0.0262,0.2618,
3483783,1,1.3479,0.3015,0.1578,-0.0288,-0.2618,
3495635,1,2.6200,0.3019,0.1402,-0.0314,-0.2618,
3507669,1,7.8822,0.3015,0.0351,-0.0314,-0.2618,
3519644,1,2.7369,0.3007,-0.0351,-0.0262,0.0000,
3531563,1,-10.3551,0.3003,-0.0877,-0.0262,0.5236,
3543628,1,2.3378,0.3007,-0.0351,-0.0236,0.0000,
3555682,1,-8.6359,0.3010,0.0351,-0.0262,0.2618,
3567741,1,7.0848,0.3015,0.0351,-0.0262,-0.2618,
3579652,1,-1.2487,0.3008,0.0526,-0.0288,0.0000,
3591607,1,12.3547,0.3005,-0.0701,-0.0262,-0.2618,
3603687,1,-5.1191,0.3000,-0.0351,-0.0262,0.2618,
3615731,1,3.2197,0.3001,-0.0526,-0.0236,0.0000,
3627647,1,-7.7559,0.3007,0.0175,-0.0262,0.2618,
3639676,1,6.2136,0.3010,0.0526,-0.0262,-0.2618,
3651714,1,-0.3668,0.3003,0.0351,-0.0288,0.0000,
3663611,1,12.3600,0.3000,-0.0701,-0.0262,-0.2618,
3675620,1,-5.1156,0.2996,-0.0351,-0.0262,0.2618,
3687657,1,2.3466,0.2998,-0.0351,-0.0236,0.0000,
3699664,1,-7.7524,0.3003,0.0175,-0.0262,0.2618,
3711642,1,6.2154,0.3008,0.0526,-0.0262,-0.2618,
3723664,1,-1.2400,0.3000,0.0526,-0.0288,0.0000,
3735691,1,13.2401,0.2996,-0.0877,-0.0262,-0.2618,
3747755,1,-5.1121,0.2993,-0.0351,-0.0262,0.2618,
3759656,1,2.7509,0.2993,-0.0351,-0.0262,0.0000,
3771632,1,0.9978,0.2993,0.0000,-0.0262,0.0000,
3783616,1,0.9978,0.2993,0.0000,-0.0262,0.0000,
3795533,1,0.9978,0.2993,0.0000,-0.0262,0.0000,
3807366,1,0.9978,0.2993,0.0000,-0.0262,0.0000,
3819305,1,1.3968,0.2993,0.0000,-0.0288,0.0000,
3831267,1,9.2633,0.2989,0.0000,-0.0288,-0.2618,
3843312,1,3.1622,0.2980,-0.0351,-0.0288,0.0000,
3855229,1,5.7971,0.2975,-0.0877,-0.0288,0.0000,
3867119,1,4.0476,0.2972,-0.0526,-0.0288,0.0000,
3879049,1,3.1745,0.2968,-0.0351,-0.0288,0.0000,
3891049,1,3.1745,0.2968,-0.0351,-0.0288,0.0000,
3903034,1,1.4214,0.2968,0.0000,-0.0288,0.0000,
3914939,1,1.4214,0.2968,0.0000,-0.0288,0.0000,
3926688,1,1.4214,0.2968,0.0000,-0.0288,0.0000,
3938608,1,1.4214,0.2968,0.0000,-0.0288,0.0000,
3950574,1,1.8204,0.2968,0.0000,-0.0314,0.0000,
3962396,1,9.6879,0.2963,0.0000,-0.0314,-0.2618,
3974401,1,4.4657,0.2952,-0.0526,-0.0314,0.0000,
3986463,1,7.1060,0.2942,-0.1052,-0.0314,0.0000,
3998473,1,7.1253,0.2922,-0.1052,-0.0314,0.0000,
4010432,1,11.1320,0.2900,-0.1928,-0.0288,0.0000,
4022393,1,4.2509,0.2873,-0.2279,-0.0236,0.2618,
4034445,1,-2.2375,0.2852,-0.2630,-0.0209,0.5236,
4046413,1,2.6114,0.2838,-0.2104,-0.0183,0.2618,
4058408,1,-0.8851,0.2828,-0.1402,-0.0183,0.2618,
4070422,1,5.2283,0.2824,-0.1052,-0.0183,0.0000,
4082409,1,2.1246,0.2821,-0.0351,-0.0209,0.0000,
4094378,1,9.9929,0.2816,-0.0351,-0.0209,-0.2618,
4106402,1,3.4124,0.2808,-0.0526,-0.0236,0.0000,
